ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
10181,10232,10223,L.C.Wheeler,128675,3237,Euphorbia theriaca,0,1,,,,,,,
10181,10232,10223,L.C.Wheeler,128675,3237,Euphorbia theriaca,0,1,,,,,,,
10181,10232,10223,(Boiss.) Tidestr.,128109,3237,Euphorbia chaetocalyx,0,1,,,,,,,
10181,10232,10223,(Engelm.) Orcutt,57852,8220,Coryphantha echinus,0,1,,,,,,,
10181,10232,10223,(Engelm.) Orcutt,57852,8220,Coryphantha echinus,0,1,,,,,,,
10181,10232,10223,Britton & Rose,127548,3205,Escobaria sneedii,0,1,,,,,,,
10181,10232,10223,W.T.Marshall,128676,3028,Echinocereus chisoensis,0,1,,,,,,,
10181,10232,10223,(Engelm.) N.P.Taylor,450404,8217,Sclerocactus intertextus,0,1,,,,,,,
10181,10232,10223,Hack. ex Scribn.,127186,3080,Elionurus barbiculmis,1,1,,,,,,,
10181,10232,10223,Engelm. & J.M.Bigelow,450475,5127,Opuntia tortispina,0,1,,,,,,,
10181,10232,10223,(Engelm.) H.Rob.,444072,16540,Grusonia schottii,0,1,,,,,,,
10181,10232,10223,Michx.,39552,6106,Sagittaria graminea,0,1,,,,,,,
10181,10232,10223,Engelm. ex J.G.Sm.,63774,6106,Sagittaria longiloba,0,1,,,,,,,
10181,10232,10223,(Spreng.) Magnus,29979,4876,Najas guadalupensis,1,1,,,,,,,
10181,10232,10223,Michx.,46403,7036,Vallisneria americana,0,1,,,,,,,
10181,10232,10223,Fieber,35983,5738,Potamogeton berchtoldii,1,1,,,,,,,
10181,10232,10223,Raf.,35990,5738,Potamogeton diversifolius,0,1,,,,,,,
10181,10232,10223,(L.) Börner,43223,6602,Stuckenia pectinata,0,1,,,,,,,
10181,10232,10223,(A.Gray) B.L.Turner,128678,11879,Cymopterus hallii,0,1,,,,,,,
10181,10232,10223,Hook. & Arn.,126403,2162,Chaerophyllum tainturieri,0,1,,,,,,,
10181,10232,10223,(Pers.) Sprague ex Britton & P.Wilson,12632,2640,Cyclospermum leptophyllum,0,0,,,,,,,
10181,10232,10223,(A.Gray) B.L.Turner,128678,11879,Cymopterus hallii,0,1,,,,,,,
10181,10232,10223,(Huds.) Link,45321,6836,Torilis arvensis,0,0,,,,,,,
10181,10232,10223,L.,22645,3883,Hydrocotyle umbellata,0,1,,,,,,,
10181,10232,10223,Thunb.,22646,3883,Hydrocotyle verticillata,0,1,,,,,,,
10181,10232,10223,L.,33288,5481,Phoenix dactylifera,0,0,,,,,,,
10181,10232,10223,Roth,125881,1174,Allium cernuum,0,1,,,,,,,
10181,10232,10223,Regel,128601,1174,Allium drummondii,0,1,,,,,,,
10181,10232,10223,Link & Otto,127403,1174,Allium glandulosum,0,1,,,,,,,
10181,10232,10223,(Kunth) Spreng.,127404,1174,Allium longifolium,0,1,,,,,,,
10181,10232,10223,S.V.Fraser,128679,1174,Allium perdulce,0,1,,,,,,,
10181,10232,10223,(Herb.) D.Dietr.,128680,7203,Zephyranthes chlorosolen,0,1,,,,,,,
10181,10232,10223,(L.) Britton,30443,5030,Nothoscordum bivalve,0,1,,,,,,,
10181,10232,10223,(L.) Britton,30443,5030,Nothoscordum bivalve,1,0,,,,,,,
10181,10232,10223,Hemsl.,450425,7203,Zephyranthes longifolia,0,1,,,,,,,
10181,10232,10223,(Engelm.) A.Berger,128681,1115,Agave × glomeruliflora,0,1,,,,,,,
10181,10232,10223,Trel.,128682,1115,Agave havardiana,0,1,,,,,,,
10181,10232,10223,Torr.,57753,1115,Agave lechuguilla,0,1,,,,,,,
