ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
10060,10123,10123,(Gaudich.) Cass.,46,959,Abrotanella emarginata,,1,0,0,,,,,
10060,10123,10123,Hook.f.,235,964,Acaena antarctica,,1,0,0,,,,,
10060,10123,10123,Gillies ex Hook. & Arn.,53439,964,Acaena caespitosa,,1,0,0,,,,,
10060,10123,10123,Bitter,104796,964,Acaena confertissima,,1,0,0,,,,,
10060,10123,10123,Gillies ex Hook. & Arn.,53440,964,Acaena integerrima,,1,0,0,,,,,
10060,10123,10123,(Aiton) Vahl,247,964,Acaena lucida,,1,0,0,,,,,
10060,10123,10123,(Lam.) Vahl,248,964,Acaena magellanica,,1,0,0,,,,,
10060,10123,10123,Ruiz & Pav.,254,964,Acaena ovalifolia,,1,0,0,,,,,
10060,10123,10123,A.E.Martic.,107569,964,Acaena patagonica,,1,0,0,,,,,
10060,10123,10123,Ruiz & Pav.,53441,964,Acaena pinnatifida,,1,0,0,,,,,
10060,10123,10123,Speg.,79037,964,Acaena platyacantha,,1,0,0,,,,,
10060,10123,10123,Gay,53442,964,Acaena poeppigiana,,1,0,0,,,,,
10060,10123,10123,J.Jacq.,104797,964,Acaena sericea,,1,0,0,,,,,
10060,10123,10123,(A.Gray) Moldenke,103285,8081,Acantholippia seriphioides,,1,0,0,,,,,
10060,10123,10123,L.,418,979,Achillea millefolium,,0,0,0,,,,,
10060,10123,10123,Less.,104798,1054,Adenocaulon chilense,,1,0,0,,,,,
10060,10123,10123,Speg.,104799,7587,Adesmia ameghinoi,,1,0,0,,,,,
10060,10123,10123,(Speg.) Burkart,104800,7587,Adesmia aphanantha,,1,0,0,,,,,
10060,10123,10123,Burkart,107353,7587,Adesmia aueri,,1,0,0,,,,,
10060,10123,10123,(Dusén) Burkart,107570,7587,Adesmia aurantiaca,,1,0,0,,,,,
10060,10123,10123,Ulibarri & B.B.Simpson,107571,7587,Adesmia australis,,1,0,0,,,,,
10060,10123,10123,Hook.f.,53443,7587,Adesmia boronioides,,1,0,0,,,,,
10060,10123,10123,M.N.Correa,107572,7587,Adesmia burkartii,,1,0,0,,,,,
10060,10123,10123,Hook.f.,103289,7587,Adesmia candida,,1,0,0,,,,,
10060,10123,10123,Clos,103290,7587,Adesmia corymbosa,,1,0,0,,,,,
10060,10123,10123,Clos,103290,7587,Adesmia corymbosa,,1,0,0,,,,,
10060,10123,10123,A.Gray,79018,7587,Adesmia filipes,,1,0,0,,,,,
10060,10123,10123,Meyen ex Vogel,55654,7587,Adesmia gracilis,,1,0,0,,,,,
10060,10123,10123,Speg.,104801,7587,Adesmia graminidea,,1,0,0,,,,,
10060,10123,10123,Sandwith,104802,7587,Adesmia guttulifera,,1,0,0,,,,,
10060,10123,10123,Speg.,448742,7587,Adesmia karraikensis,,1,0,0,,,,,
10060,10123,10123,Hook.f.,104803,7587,Adesmia lanata,,1,0,0,,,,,
10060,10123,10123,Hook.f.,53444,7587,Adesmia lotoides,,1,0,0,,,,,
10060,10123,10123,Clos,104805,7587,Adesmia obcordata,,1,0,0,,,,,
10060,10123,10123,Phil.,79019,7587,Adesmia parvifolia,,1,0,0,,,,,
10060,10123,10123,Speg.,104806,7587,Adesmia patagonica,,1,0,0,,,,,
10060,10123,10123,Hook.f.,53445,7587,Adesmia pumila,,1,0,0,,,,,
10060,10123,10123,M.N.Correa,107573,7587,Adesmia ruiz-lealii,,1,0,0,,,,,
10060,10123,10123,Speg.,53446,7587,Adesmia salicornioides,,1,0,0,,,,,
10060,10123,10123,Phil.,104809,7587,Adesmia schneideri,,1,0,0,,,,,
10060,10123,10123,(Speg.) Burkart,107574,7587,Adesmia silvestrii,,1,0,0,,,,,
10060,10123,10123,DC.,103295,7587,Adesmia smithiae,,1,0,0,,,,,
10060,10123,10123,Hook.f.,107575,7587,Adesmia suffocata,,1,0,0,,,,,
10060,10123,10123,Speg.,104811,7587,Adesmia tehuelcha,,1,0,0,,,,,
10060,10123,10123,Gillies ex Hook. & Arn.,55684,7587,Adesmia trijuga,,1,0,0,,,,,
10060,10123,10123,Hook.f.,53447,7587,Adesmia villosa,,1,0,0,,,,,
10060,10123,10123,Phil.,79023,7587,Adesmia volckmannii,,1,0,0,,,,,
10060,10123,10123,Kaulf.,793,1069,Adiantum chilense,,1,0,0,,,,,
10060,10123,10123,Kaulf.,793,1069,Adiantum chilense,,1,0,0,,,,,
10060,10123,10123,(d'Urv.) K.L.Chambers,1182,1126,Agoseris coronopifolia,,1,0,0,,,,,
10060,10123,10123,L.,1210,1130,Agrostis capillaris,,0,0,1,,,,,
10060,10123,10123,Boiss. & Reut.,1212,1130,Agrostis castellana,,0,0,0,,,,,
10060,10123,10123,Roth,1221,1130,Agrostis gigantea,,0,0,0,,,,,
10060,10123,10123,(J.Presl) Kunth,53448,1130,Agrostis glabra,,1,0,0,,,,,
10060,10123,10123,Phil.,56219,1130,Agrostis imberbis,,1,0,0,,,,,
10060,10123,10123,Kunze,53449,1130,Agrostis inconspicua,,1,0,0,,,,,
10060,10123,10123,É.Desv.,79002,1130,Agrostis leptotricha,,1,0,0,,,,,
10060,10123,10123,Trin.,1237,1130,Agrostis mertensii,,1,0,0,,,,,
10060,10123,10123,Trin.,1238,1130,Agrostis meyenii,,1,0,0,,,,,
10060,10123,10123,(Walter) Tuck.,1247,1130,Agrostis perennans,,1,0,0,,,,,
10060,10123,10123,Rúgolo & De Paula,104813,1130,Agrostis philippiana,,1,0,0,,,,,
10060,10123,10123,Phil.,104814,1130,Agrostis serranoi,,1,0,0,,,,,
10060,10123,10123,L.,1260,1130,Agrostis stolonifera,,0,0,1,,,,,
10060,10123,10123,Phil.,104815,1130,Agrostis uliginosa,,1,0,0,,,,,
10060,10123,10123,L.,1323,1138,Aira caryophyllea,,0,0,0,,,,,
10060,10123,10123,L.,1327,1138,Aira praecox,,0,0,0,,,,,
10060,10123,10123,Sobol.,1687,1189,Alopecurus aequalis,,0,0,0,,,,,
10060,10123,10123,L.,1690,1189,Alopecurus geniculatus,,0,0,0,,,,,
10060,10123,10123,L.,1690,1189,Alopecurus geniculatus,,1,0,0,,,,,
10060,10123,10123,Lam.,1692,1189,Alopecurus magellanicus,,1,0,0,,,,,
10060,10123,10123,Lam.,1692,1189,Alopecurus magellanicus,,1,0,0,,,,,
10060,10123,10123,Phil.,53450,1201,Alstroemeria patagonica,,1,0,0,,,,,
10060,10123,10123,(L.) L.,1870,1211,Alyssum alyssoides,,0,0,0,,,,,
10060,10123,10123,Speg.,104817,11010,Ameghinoa patagonica,,1,0,0,,,,,
10060,10123,10123,(Speg.) Arriaga & Barkworth,448248,19158,Amelichloa ambigua,,1,0,0,,,,,
10060,10123,10123,(É.Desv.) Arriaga & Barkworth,448489,19158,Amelichloa brevipes,,1,0,0,,,,,
10060,10123,10123,(L.) Roth,438364,1909,Calamagrostis arenaria,,0,0,0,,,,,
10060,10123,10123,(S.Watson) Oteng-Yeb.,53451,7723,Amphiscirpus nevadensis,,1,0,0,,,,,
10060,10123,10123,(Moris) Chater,2097,1262,Amsinckia calycina,,1,0,0,,,,,
10060,10123,10123,Molina,438385,4439,Lysimachia buxifolia,,1,0,0,,,,,
10060,10123,10123,Molina,438385,4439,Lysimachia buxifolia,,1,0,0,,,,,
10060,10123,10123,(L.) U.Manns & Anderb.,438386,4439,Lysimachia arvensis,,0,0,0,,,,,
10060,10123,10123,(DC.) Benth. ex B.D.Jacks.,104821,8041,Anarthrophyllum desideratum,,1,0,0,,,,,
10060,10123,10123,(DC.) Benth. ex B.D.Jacks.,104821,8041,Anarthrophyllum desideratum,,1,0,0,,,,,
10060,10123,10123,(DC.) Benth. ex B.D.Jacks.,104821,8041,Anarthrophyllum desideratum,,1,0,0,,,,,
10060,10123,10123,(Gillies ex Hook. & Arn.) Hieron.,104825,8041,Anarthrophyllum rigidum,,1,0,0,,,,,
10060,10123,10123,Kurtz,53452,1298,Androsace salasii,,1,0,0,,,,,
10060,10123,10123,Poir.,53453,1303,Anemone multifida,,1,0,0,,,,,
10060,10123,10123,J.Rémy,53454,1342,Antennaria chilensis,,1,0,0,,,,,
10060,10123,10123,J.Rémy,53454,1342,Antennaria chilensis,,1,0,0,,,,,
10060,10123,10123,L.,2519,1344,Anthemis cotula,,0,0,0,,,,,
10060,10123,10123,(Hack.) Veldkamp,443648,1351,Anthoxanthum pusillum,,1,0,0,,,,,
10060,10123,10123,(Vahl) P.Royen,2551,1351,Anthoxanthum redolens,,1,0,0,,,,,
10060,10123,10123,I.M.Johnst.,448242,1153,Alchemilla parodii,,1,0,0,,,,,
10060,10123,10123,DC.,103307,1389,Apium commersonii,,1,0,0,,,,,
10060,10123,10123,Labill. ex Vent.,2724,1389,Apium prostratum,,1,0,0,,,,,
10060,10123,10123,(L.) Heynh.,2789,1409,Arabidopsis thaliana,,0,0,0,,,,,
10060,10123,10123,Phil.,2847,1414,Arachnitis uniflora,,1,0,0,,,,,
10060,10123,10123,Kunth,349920,1444,Arenaria serpens,,1,0,0,,,,,
10060,10123,10123,L.,3081,1444,Arenaria serpyllifolia,,0,0,0,,,,,
10060,10123,10123,Hombr. & Jacquinot ex Decne.,53456,7724,Arjona patagonica,,1,0,0,,,,,
10060,10123,10123,Hook.f.,53457,7724,Arjona pusilla,,1,0,0,,,,,
10060,10123,10123,Cav.,79038,7724,Arjona tuberosa,,1,0,0,,,,,
10060,10123,10123,(Mill.) Willd.,3353,1468,Armeria maritima,,1,0,0,,,,,
10060,10123,10123,(L.) P.Beauv. ex J.Presl & C.Presl,3376,1476,Arrhenatherum elatius,,0,0,0,,,,,
10060,10123,10123,L.,3388,1478,Artemisia absinthium,,0,0,0,,,,,
10060,10123,10123,Sch.Bip.,53458,1478,Artemisia magellanica,,1,0,0,,,,,
10060,10123,10123,Lamotte,3446,1478,Artemisia verlotiorum,,0,0,0,,,,,
10060,10123,10123,L.,3649,1507,Asperugo procumbens,,0,0,0,,,,,
10060,10123,10123,Desv.,3780,1517,Asplenium dareoides,,1,0,0,,,,,
10060,10123,10123,C.Presl,55131,1517,Asplenium triphyllum,,1,0,0,,,,,
10060,10123,10123,Speg.,106482,7999,Asteriscium fimbriatum,,1,0,0,,,,,
10060,10123,10123,Speg.,448491,1533,Astragalus ameghinoi,,1,0,0,,,,,
10060,10123,10123,Gómez-Sosa,107576,1533,Astragalus austroargentinus,,1,0,0,,,,,
10060,10123,10123,Speg.,104832,1533,Astragalus chubutensis,,1,0,0,,,,,
10060,10123,10123,(Hook. & Arn.) Griseb.,55697,1533,Astragalus cruckshanksii,,1,0,0,,,,,
10060,10123,10123,Gómez-Sosa,107577,1533,Astragalus darwinianus,,1,0,0,,,,,
10060,10123,10123,(Phil.) Reiche,79025,1533,Astragalus domeykoanus,,1,0,0,,,,,
10060,10123,10123,Gómez-Sosa,107578,1533,Astragalus magellanicus,,1,0,0,,,,,
10060,10123,10123,Gómez-Sosa,104836,1533,Astragalus neoburkartianus,,1,0,0,,,,,
10060,10123,10123,Gómez-Sosa,53459,1533,Astragalus nivicola,,1,0,0,,,,,
10060,10123,10123,(Phil.) Reiche,53460,1533,Astragalus palenae,,1,0,0,,,,,
10060,10123,10123,(Phil.) Reiche,53460,1533,Astragalus palenae,,1,0,0,,,,,
10060,10123,10123,(Phil.) Speg.,104839,1533,Astragalus patagonicus,,1,0,0,,,,,
10060,10123,10123,I.M.Johnst.,104840,1533,Astragalus pauranthus,,1,0,0,,,,,
10060,10123,10123,Speg.,103322,1533,Astragalus sanctae-crucis,,1,0,0,,,,,
10060,10123,10123,Speg.,104842,1560,Atriplex ameghinoi,,1,0,0,,,,,
10060,10123,10123,A.Soriano,104843,1560,Atriplex braunii,,1,0,0,,,,,
