ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
27,254,252,(Nees) Nees,10409,2375,Codonacanthus pauciflorus,,1,,0,,,,,
27,254,252,(L.) Juss.,14213,2830,Dicliptera chinensis,,1,,0,,,,,
27,254,252,Blume,24131,4027,Justicia procumbens,,1,,0,,,,,
27,254,252,Hayata,43174,6588,Strobilanthes flexicaulis,,1,,0,,,,,
27,254,252,Wall. ex DC.,389,976,Acer oblongum,,1,,0,,,,,
27,254,252,(Siebold & Zucc.) Planch. ex Miq.,675,1028,Actinidia rufa,,1,,0,,,,,
27,254,252,(Pall.) Kuntze,442779,6726,Tetragonia tetragonoides,,1,,0,,,,,
27,254,252,L.,430,984,Achyranthes aspera,,1,,0,,,,,
27,254,252,Blume,431,984,Achyranthes bidentata,,1,,0,,,,,
27,254,252,L.,11631,2551,Crinum asiaticum,,1,,0,,,,,
27,254,252,W.Hayw.,441011,4427,Lycoris traubii,,1,,0,,,,,
27,254,252,(L.) Merr.,5959,1848,Brucea javanica,,1,,0,,,,,
27,254,252,(L.) Kuntze,45382,6849,Toxicodendron succedaneum,,1,,0,,,,,
27,254,252,(Hook. & Arn.) Druce,2485,1335,Anodendron affine,,1,,0,,,,,
27,254,252,L.,8940,2144,Cerbera manghas,,1,,0,,,,,
27,254,252,(Dennst.) Mabb.,32158,5311,Parsonsia alboflavescens,,1,,0,,,,,
27,254,252,(Siebold & Zucc.) Nakai,45396,6853,Trachelospermum asiaticum,,1,,0,,,,,
27,254,252,(Lindl.) Lem.,45398,6853,Trachelospermum jasminoides,,1,,0,,,,,
27,254,252,Hemsl.,23129,3938,Ilex ficoidea,,1,,0,,,,,
27,254,252,Hayata,23136,3938,Ilex goshiensis,,1,,0,,,,,
27,254,252,Thunb.,23147,3938,Ilex integra,,1,,0,,,,,
27,254,252,Loes.,23158,3938,Ilex liukiuensis,,1,,0,,,,,
27,254,252,Loes.,23167,3938,Ilex maximowicziana,,1,,0,,,,,
27,254,252,Thunb.,23186,3938,Ilex rotunda,,1,,0,,,,,
27,254,252,(Lour.) G.Don,1658,1186,Alocasia cucullata,,1,,0,,,,,
