ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
10180,10218,10210,L.,418,979,Achillea millefolium,,,,,,,,,
10180,10218,10210,(Roem. & Schult.) Rydb.,450279,17473,Eriocoma hymenoides,,,,,,,,,
10180,10218,10210,(Vasey) Romasch.,444103,17473,Eriocoma robusta,,,,,,,,,
10180,10218,10210,(L.) D.J.N.Hind,438180,10896,Leuzea repens,,,,,,,,,
10180,10218,10210,(Pursh) Raf.,125878,1126,Agoseris glauca,,,,,,,,,
10180,10218,10210,(L.) Gaertn.,1193,1128,Agropyron cristatum,,,,,,,,,
10180,10218,10210,Roth,1221,1130,Agrostis gigantea,,,,,,,,,
10180,10218,10210,(A.Gray) J.M.Porter,125879,11885,Aliciella micromeria,,,,,,,,,
10180,10218,10210,Pursh,125880,1163,Alisma triviale,,,,,,,,,
10180,10218,10210,Roth,125881,1174,Allium cernuum,,,,,,,,,
10180,10218,10210,S.Watson,125882,1174,Allium geyeri,,,,,,,,,
10180,10218,10210,(Nutt.) Á.Löve & D.Löve,125883,11911,Almutaster pauciflorus,,,,,,,,,
10180,10218,10210,Sobol.,1687,1189,Alopecurus aequalis,,,,,,,,,
10180,10218,10210,Poir.,51162,1189,Alopecurus arundinaceus,,,,,,,,,
10180,10218,10210,S.Watson,1928,1216,Amaranthus blitoides,,,,,,,,,
10180,10218,10210,L.,1951,1216,Amaranthus retroflexus,,,,,,,,,
10180,10218,10210,Hook.,1977,1225,Ambrosia acanthicarpa,,,,,,,,,
10180,10218,10210,(S.Watson) Oteng-Yeb.,53451,7723,Amphiscirpus nevadensis,,,,,,,,,
10180,10218,10210,Rydb.,125884,1342,Antennaria microphylla,,,,,,,,,
10180,10218,10210,(Hill) Bernh.,2940,1435,Arctium minus,,,,,,,,,
10180,10218,10210,(L.) Rydb.,438507,1449,Argentina anserina,,,,,,,,,
10180,10218,10210,Nutt.,3242,1465,Aristida purpurea,,,,,,,,,
10180,10218,10210,Willd.,3396,1478,Artemisia biennis,,,,,,,,,
10180,10218,10210,Willd.,3396,1478,Artemisia biennis,,,,,,,,,
10180,10218,10210,L.,3405,1478,Artemisia dracunculus,,,,,,,,,
10180,10218,10210,Willd.,102640,1478,Artemisia frigida,,,,,,,,,
10180,10218,10210,Nutt.,3425,1478,Artemisia ludoviciana,,,,,,,,,
10180,10218,10210,Torr.,125599,1501,Asclepias speciosa,,,,,,,,,
10180,10218,10210,L.,3634,1506,Asparagus officinalis,,,,,,,,,
10180,10218,10210,Douglas ex G.Don,125885,1533,Astragalus agrestis,,,,,,,,,
10180,10218,10210,E.Sheld.,125886,1533,Astragalus bodinii,,,,,,,,,
10180,10218,10210,L.,125887,1533,Astragalus canadensis,,,,,,,,,
10180,10218,10210,E.Sheld.,125603,1533,Astragalus ceramicus,,,,,,,,,
10180,10218,10210,A.Gray,125888,1533,Astragalus hallii,,,,,,,,,
10180,10218,10210,Nutt.,4269,1560,Atriplex argentea,,,,,,,,,
10180,10218,10210,(Pursh) Nutt.,4276,1560,Atriplex canescens,,,,,,,,,
10180,10218,10210,Ledeb.,63467,1560,Atriplex micrantha,,,,,,,,,
10180,10218,10210,S.Watson,125889,1560,Atriplex wolfii,,,,,,,,,
10180,10218,10210,(A.Gray) B.G.Baldwin,450282,11998,Hymenothrix dissecta,,,,,,,,,
10180,10218,10210,(Steud.) Fernald,4822,1661,Beckmannia syzigachne,,,,,,,,,
10180,10218,10210,L.,5104,1708,Bidens cernua,,,,,,,,,
10180,10218,10210,A.Gray,125891,1708,Bidens tenuisecta,,,,,,,,,
10180,10218,10210,(L.) Palla,5501,1763,Bolboschoenus maritimus,,,,,,,,,
10180,10218,10210,L.,5810,1821,Brassica napus,,,,,,,,,
10180,10218,10210,Leyss.,5912,1840,Bromus inermis,,,,,,,,,
10180,10218,10210,L.,5936,1840,Bromus tectorum,,,,,,,,,
10180,10218,10210,(Timm) Koeler,6604,1909,Calamagrostis stricta,,,,,,,,,
10180,10218,10210,A.Gray,125892,1979,Campanula parryi,,,,,,,,,
10180,10218,10210,(L.) Medik.,7660,2010,Capsella bursa-pastoris,,,,,,,,,
10180,10218,10210,Lam.,56930,8163,Caragana arborescens,,,,,,,,,
10180,10218,10210,L.,446531,4228,Lepidium chalepense,,,,,,,,,
10180,10218,10210,L.,25280,4228,Lepidium latifolium,,,,,,,,,
10180,10218,10210,Wahlenb.,7782,2026,Carex aquatilis,,,,,,,,,
10180,10218,10210,Boott,125893,2026,Carex douglasii,,,,,,,,,
10180,10218,10210,Dewey,450256,2026,Carex nebrascensis,,,,,,,,,
10180,10218,10210,Muhl. ex Willd.,125894,2026,Carex pellita,,,,,,,,,
10180,10218,10210,W.Boott,8072,2026,Carex praegracilis,,,,,,,,,
10180,10218,10210,Mack.,125895,2026,Carex simulata,,,,,,,,,
10180,10218,10210,Boott,125896,2026,Carex utriculata,,,,,,,,,
10180,10218,10210,Fr.,398640,2133,Cerastium holosteoides,,,,,,,,,
10180,10218,10210,Engelm.,57080,3237,Euphorbia glyptosperma,,,,,,,,,
10180,10218,10210,Pers.,448402,3237,Euphorbia serpillifolia,,,,,,,,,
10180,10218,10210,L.,9286,2211,Chenopodium album,,,,,,,,,
10180,10218,10210,Rydb.,125897,2211,Chenopodium atrovirens,,,,,,,,,
10180,10218,10210,Moq.,9287,2211,Chenopodium berlandieri,,,,,,,,,
10180,10218,10210,S.Watson,125642,2211,Chenopodium fremontii,,,,,,,,,
10180,10218,10210,(Standl.) Uotila,450260,9262,Oxybasis salina,,,,,,,,,
10180,10218,10210,(Moq.) Nutt. ex S.Watson,9306,2211,Chenopodium leptophyllum,,,,,,,,,
10180,10218,10210,Rydb.,439258,2211,Chenopodium pratericola,,,,,,,,,
10180,10218,10210,(Kunth) Lag. ex Griffiths,444089,1796,Bouteloua gracilis,,,,,,,,,
10180,10218,10210,(A.Gray) Greene,125898,2275,Chrysothamnus greenei,,,,,,,,,
10180,10218,10210,(L.) Scop.,9661,2299,Cirsium arvense,,,,,,,,,
10180,10218,10210,Nutt.,125899,2299,Cirsium canescens,,,,,,,,,
10180,10218,10210,Petr.,125900,2299,Cirsium parryi,,,,,,,,,
10180,10218,10210,Nutt.,9946,2330,Clematis ligusticifolia,,,,,,,,,
10180,10218,10210,(DC.) J.C.Hall & Roalson,450283,12077,Cleomella multicaulis,,,,,,,,,
10180,10218,10210,(Pursh) Roalson & J.C.Hall,450284,12077,Cleomella serrulata,,,,,,,,,
10180,10218,10210,(L.) Nutt.,124248,11807,Comandra umbellata,,,,,,,,,
10180,10218,10210,(A.Gray) J.M.Coult. & Rose,125903,2440,Conioselinum scopulorum,,,,,,,,,
