ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
10060,10156,10153,(Burm.f.) Kral,438102,13710,Abildgaardia ovata,,1,0,0,,,,,
10060,10156,10153,(A.St.-Hil.) Dorr,297345,14665,Callianthe pauciflora,,1,0,0,,,,,
10060,10156,10153,A.St.-Hil.,49093,961,Abutilon umbelliflorum,,1,0,0,,,,,
10060,10156,10153,(Molina) Seigler & Ebinger,53689,7256,Vachellia caven,,1,0,0,,,,,
10060,10156,10153,(Willd.) Killip,445506,7253,Senegalia paniculata,,1,0,0,,,,,
10060,10156,10153,(Kunth) Britton & Rose,76475,7253,Senegalia riparia,,1,0,0,,,,,
10060,10156,10153,(Griseb.) Seigler & Ebinger,444742,7253,Senegalia tucumanensis,,1,0,0,,,,,
10060,10156,10153,(DC.) Bocage & L.P.Queiroz,68075,7253,Senegalia velutina,,1,0,0,,,,,
10060,10156,10153,Spreng.,49022,965,Acalypha gracilis,,1,0,0,,,,,
10060,10156,10153,Müll.Arg.,49024,965,Acalypha multicaulis,,1,0,0,,,,,
10060,10156,10153,Schinz & Autran,53548,7286,Achatocarpus balansae,,1,0,0,,,,,
10060,10156,10153,Schinz & Autran,53549,7286,Achatocarpus microcarpus,,1,0,0,,,,,
10060,10156,10153,Griseb.,48890,7286,Achatocarpus praecox,,1,0,0,,,,,
10060,10156,10153,(Kunth) DC.,52148,985,Achyrocline alata,,1,0,0,,,,,
10060,10156,10153,(Weinm.) DC.,48920,985,Achyrocline flaccida,,1,0,0,,,,,
10060,10156,10153,(Lam.) DC.,445079,985,Achyrocline saturejoides,,1,0,0,,,,,
10060,10156,10153,Rusby,72017,985,Achyrocline venosa,,1,0,0,,,,,
10060,10156,10153,(Lindl.) Pridgeon & M.W.Chase,449,988,Acianthera pubescens,,1,0,0,,,,,
10060,10156,10153,(Lindl.) Pridgeon & M.W.Chase,49297,988,Acianthera recurva,,1,0,0,,,,,
10060,10156,10153,Juss.,472,990,Acicarpha tribuloides,,1,0,0,,,,,
10060,10156,10153,(Mart. ex DC.) H.Rob.,84596,10088,Acilepidopsis echitifolia,,1,0,0,,,,,
10060,10156,10153,(DC.) Triana,446661,998,Acisanthera alsinefolia,,1,0,0,,,,,
10060,10156,10153,(Sm.) R.K.Jansen,71462,1000,Acmella bellidioides,,1,0,0,,,,,
10060,10156,10153,(Chodat) R.K.Jansen,71889,1000,Acmella grisea,,1,0,0,,,,,
10060,10156,10153,(DC.) R.K.Jansen,72019,1000,Acmella leptophylla,,1,0,0,,,,,
10060,10156,10153,(Henrard) Zuloaga & Morrone,72186,1014,Acroceras excavatum,,1,0,0,,,,,
10060,10156,10153,(Kunth) Dandy,593,1014,Acroceras zizanioides,,1,0,0,,,,,
10060,10156,10153,(Jacq.) Lodd. ex R.Keith,594,1015,Acrocomia aculeata,,1,0,0,,,,,
10060,10156,10153,(Spreng.) Müll.Arg.,49025,1038,Actinostemon concolor,,1,0,0,,,,,
10060,10156,10153,(Cham.) DC.,48970,1052,Adenocalymma marginatum,,1,0,0,,,,,
10060,10156,10153,Cass.,767,1064,Adenostemma brasilianum,,1,0,0,,,,,
10060,10156,10153,Kuntze,773,1064,Adenostemma verbesina,,1,0,0,,,,,
