ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
10156,10304,10292,(Steven) Spach,25,955,Abies nordmanniana,,,,,,,,,
10156,10304,10292,Boiss.,133732,971,Acantholimon caryophyllaceum,,,,,,,,,
10156,10304,10292,(Jaub. & Spach) Boiss.,133733,971,Acantholimon glumaceum,,,,,,,,,
10156,10304,10292,L.,133734,974,Acanthus dioscoridis,,,,,,,,,
10156,10304,10292,Fisch. & C.A.Mey.,83412,976,Acer hyrcanum,,,,,,,,,
10156,10304,10292,Poir.,68174,979,Achillea coarctata,,,,,,,,,
10156,10304,10292,Friv.,133498,979,Achillea grandifolia,,,,,,,,,
10156,10304,10292,L.,418,979,Achillea millefolium,,,,,,,,,
10156,10304,10292,L.,419,979,Achillea nobilis,,,,,,,,,
10156,10304,10292,(L.) Kuntze,10124,2341,Clinopodium acinos,,,,,,,,,
10156,10304,10292,Pers.,82337,9926,Acinos rotundifolius,,,,,,,,,
10156,10304,10292,(L.) D.J.N.Hind,438180,10896,Leuzea repens,,,,,,,,,
10156,10304,10292,Boiss.,133735,12339,Actinolema macrolema,,,,,,,,,
10156,10304,10292,Tausch,133499,1079,Aegilops speltoides,,,,,,,,,
10156,10304,10292,Tausch,133499,1079,Aegilops speltoides,,,,,,,,,
10156,10304,10292,(L.) Andrz. ex DC.,133736,1098,Aethionema arabicum,,,,,,,,,
10156,10304,10292,Boiss.,133737,1098,Aethionema armenum,,,,,,,,,
10156,10304,10292,(Pers.) Al-Shehbaz & Menke,406556,5005,Noccaea oppositifolia,,,,,,,,,
10156,10304,10292,L.,1197,1129,Agrostemma githago,,,,,,,,,
10156,10304,10292,L.,1210,1130,Agrostis capillaris,,,,,,,,,
10156,10304,10292,Roth,1221,1130,Agrostis gigantea,,,,,,,,,
10156,10304,10292,(L.) Schreb.,1338,1143,Ajuga chamaepitys,,,,,,,,,
10156,10304,10292,(L.) Schreb.,1338,1143,Ajuga chamaepitys,,,,,,,,,
10156,10304,10292,L.,1344,1143,Ajuga orientalis,,,,,,,,,
10156,10304,10292,L.,1347,1143,Ajuga reptans,,,,,,,,,
10156,10304,10292,(Fenzl) Boiss.,51135,1152,Alcea apterocarpa,,,,,,,,,
10156,10304,10292,Buser,133738,1153,Alchemilla caucasica,,,,,,,,,
10156,10304,10292,Juz.,133739,1153,Alchemilla grossheimii,,,,,,,,,
10156,10304,10292,Rothm.,133740,1153,Alchemilla heterophylla,,,,,,,,,
10156,10304,10292,(Buser) Rothm.,1410,1153,Alchemilla mollis,,,,,,,,,
10156,10304,10292,Juz.,133741,1153,Alchemilla pseudocartalinica,,,,,,,,,
10156,10304,10292,Buser,56810,1153,Alchemilla straminea,,,,,,,,,
10156,10304,10292,S.E.Fröhner,133742,1153,Alchemilla surculosa,,,,,,,,,
10156,10304,10292,Buser,133743,1153,Alchemilla valdehirsuta,,,,,,,,,
10156,10304,10292,L.,1452,1163,Alisma plantago-aquatica,,,,,,,,,
10156,10304,10292,L.,1514,1174,Allium carinatum,,,,,,,,,
10156,10304,10292,Fisch. ex Schult. & Schult.f.,133744,1174,Allium decipiens,,,,,,,,,
10156,10304,10292,Candargy,133745,1174,Allium hirtovaginum,,,,,,,,,
10156,10304,10292,Kollmann,133746,1174,Allium kastambulense,,,,,,,,,
10156,10304,10292,Boiss.,133747,1174,Allium olympicum,,,,,,,,,
10156,10304,10292,Waldst. & Kit.,133748,1174,Allium fuscum,,,,,,,,,
10156,10304,10292,Boiss. & Balansa,133749,1174,Allium phrygium,,,,,,,,,
10156,10304,10292,Steven,133750,1174,Allium rupestre,,,,,,,,,
10156,10304,10292,L.,1562,1174,Allium rotundum,,,,,,,,,
10156,10304,10292,(L.) Gaertn.,1648,1185,Alnus glutinosa,,,,,,,,,
10156,10304,10292,Ten.,102408,1203,Althaea armeniaca,,,,,,,,,
10156,10304,10292,L.,1850,1203,Althaea hirsuta,,,,,,,,,
10156,10304,10292,(L.) Medik.,56827,1210,Alyssoides utriculata,,,,,,,,,
10156,10304,10292,Hausskn. & Bornm.,133751,1211,Alyssum bulbotrichum,,,,,,,,,
10156,10304,10292,M.Bieb.,68181,1211,Alyssum hirsutum,,,,,,,,,
10156,10304,10292,Schltdl. ex DC.,1878,1211,Alyssum minutum,,,,,,,,,
10156,10304,10292,Waldst. & Kit.,83442,1211,Alyssum murale,,,,,,,,,
