ref_ID,list_ID,entity_ID,work_author,work_ID,genus_ID,work_species,questionable,native,quest_native,naturalized,endemic_ref,quest_end_ref,endemic_list,quest_end_list,cons_status
5,45,44,L.,28618,4651,Mesembryanthemum crystallinum,,0,,1,,,,,
5,45,44,Sol. ex G.Forst.,41130,6319,Senecio lautus,,1,,0,,,,,
5,45,44,Scop.,6503,1906,Cakile maritima,,0,,1,,,,,
5,45,44,(L.) Hayek,22341,3841,Hornungia procumbens,,0,,1,,,,,
5,45,44,Thell.,25293,4228,Lepidium pseudoruderale,,1,,0,,,,,
5,45,44,Poir.,4277,1560,Atriplex cinerea,,1,,0,,,,,
5,45,44,R.Br.,16321,3105,Enchylaena tomentosa,,1,,0,,,,,
5,45,44,L.,39734,6121,Salsola kali,,0,,1,,,,,
5,45,44,R.Br.,45036,6781,Threlkeldia diffusa,,1,,0,,,,,
5,45,44,(Nees) Ostenf.,11464,2537,Crassula colorata,,1,,0,,,,,
5,45,44,L.,11396,2520,Cotyledon orbiculata,,1,,0,,,,,
5,45,44,Hook.,216360,6916,Triglochin centrocarpa,,1,,0,,,,,
5,45,44,(Besser ex Rchb.) Conran,79688,4509,Malva weinmanniana,,1,,0,,,,,
5,45,44,R.Br.,29631,4836,Myoporum insulare,,1,,0,,,,,
5,45,44,Labill.,5894,1840,Bromus arenarius,,1,,0,,,,,
5,45,44,R.A.W.Herrm.,41354,6341,Setaria dielsii,,1,,0,,,,,
5,45,44,,41376,6341,Setaria spec.,,1,,0,,,,,
5,45,44,R.Br.,42521,6484,Spinifex longifolius,,1,,0,,,,,
5,45,44,G.Forst.,32097,5297,Parietaria debilis,,1,,0,,,,,
5,45,44,DC.,30385,5003,Nitraria billardierei,,1,,0,,,,,
5,45,44,(H.Eichler) Beier & Thulin,38491,6032,Roepera similis,,1,,0,,,,,
