system_slug\organ_slug\ailment_slug\ailment_name
integumentary\scalp\dry-hair\dry hair
integumentary\scalp\frizzy-hair\frizzy hair
integumentary\scalp\grey-hair\grey hair
integumentary\scalp\hair-fall\hair fall
integumentary\scalp\oily-hair\oily hair
integumentary\scalp\dandruff\dandruff
integumentary\scalp\baldness\baldness
integumentary\scalp\dry-scalp\dry scalp
integumentary\scalp\itchy-scalp\itchy scalp
integumentary\scalp\lice\lice
integumentary\skin\oily-skin\oily skin
integumentary\skin\oily-face\oily face
integumentary\skin\dry-skin\dry skin
integumentary\skin\glowing-skin\glowing skin
integumentary\skin\open-pores\open pores
integumentary\skin\ingrown-hair\ingrown hair
integumentary\skin\acne\acne
integumentary\skin\pimples\pimples
integumentary\skin\chickenpox\chickenpox
integumentary\skin\boils\boils
integumentary\skin\sunburn\sunburn
integumentary\skin\burns\burns
integumentary\skin\hyperpigmentation\hyperpigmentation
integumentary\skin\bruises\bruises
integumentary\skin\open-wounds\open wounds
integumentary\skin\insect-bites\insect bites
integumentary\skin\bee-sting\bee sting
integumentary\skin\jellyfish-sting\jellyfish sting
integumentary\skin\itchy-skin\itchy skin
integumentary\skin\rashes\rashes
integumentary\skin\eczema\eczema
integumentary\skin\psoriasis\psoriasis
integumentary\skin\dermatitis\dermatitis
integumentary\skin\fungal-skin-infection\fungal skin infection
integumentary\skin\ringworm\ringworm
integumentary\skin\shingles\shingles
integumentary\eye\dark-circles\dark circles
integumentary\eye\eye-bags\eye bags
integumentary\eye\puffy-eyes\puffy eyes
integumentary\eye\dry-eyes\dry eyes
integumentary\eye\itchy-eyes\itchy eyes
integumentary\eye\red-eyes\red eyes
integumentary\eye\eye-infection\eye infection
integumentary\eye\eye-irritation\eye irritation
integumentary\eye\eye-swelling\eye swelling
integumentary\eye\stye\stye
integumentary\ear\itchy-ears\itchy ears
integumentary\nose\nose-bleeding\nose bleeding
integumentary\mouth\chapped-lips\chapped lips
integumentary\mouth\dry-lips\dry lips
integumentary\mouth\dark-lips\dark lips
integumentary\mouth\lip-fever-blister\fever blister on lip
