system_slug\organ_slug\ailment_slug\ailment_name
nervous\brain\sleep-deprivation\sleep deprivation
respiratory\throat\sore-throat\sore throat
respiratory\throat\cough\cough
nervous\brain\headache\headaches
nervous\brain\anxiety\anxiety
digestive\esophagus\acid-reflux\acid reflux
digestive\abdomen\bloating\bloating
immune\eyes\allergies\allergies
musculoskeletal\spine\back-pain\back pain
respiratory\nose\colds\colds
reproductive\uterus\menstrual-cramps\menstrual cramps
integumentary\skin\acne\acne
immune\joints\inflammation\inflammation
endocrine\brain\hot-flashes\hot flashes
respiratory\lungs\bronchitis\bronchitis
cardiovascular\arteries and heart\high-blood-pressure\high blood pressure
digestive\intestines\diarrhea\diarrhea
digestive\bowels\constipation\constipation
