ref_ID,type,subset,native_indicated,natural_indicated,end_ref,restricted,taxon_ID,list_ID,end_list,entity_ID,geo_entity,suit_geo,entity_class,entity_type
200,Species Database,all,1,0,1,0,2,1037,1,390,Suwarrow,1,Island,
200,Species Database,all,1,0,1,0,2,1038,1,391,Takutea,1,Island,
200,Species Database,all,1,0,1,0,2,1039,1,392,Penrhyn (Tongareva),1,Island,
203,Flora,all,1,0,1,0,2,1063,1,920,Ikaria,1,Island,
204,Checklist,all,1,0,0,0,2,1065,0,921,Nisyros,1,Island,
205,Checklist,native,1,0,1,0,2,1066,1,922,Wrangel Island,1,Island,
206,Checklist,all,1,0,1,0,2,1067,1,923,Yioura,1,Island,
207,Flora,all,1,0,1,0,2,1069,1,348,Socorro,1,Island,
208,Checklist,all,1,0,1,0,2,1070,1,924,Ángel de la Guarda,1,Island,
208,Checklist,all,1,0,1,0,2,1071,1,925,San Lorenzo,1,Island,
208,Checklist,all,1,0,1,0,2,1072,1,926,Tiburón,1,Island,
208,Checklist,all,1,0,1,0,2,1073,1,927,San Estéban,1,Island,
208,Checklist,all,1,0,1,0,2,1074,1,928,San Pedro Mártir,1,Island,
208,Checklist,all,1,0,1,0,2,1075,1,929,San Pedro Nolasco,1,Island,
208,Checklist,all,1,0,1,0,2,1076,1,930,Tortuga,1,Island,
208,Checklist,all,1,0,1,0,2,1077,1,931,San Marcos,1,Island,
208,Checklist,all,1,0,1,0,2,1078,1,932,San Ildefonso,1,Island,
208,Checklist,all,1,0,1,0,2,1079,1,933,Coronado,1,Island,
208,Checklist,all,1,0,1,0,2,1080,1,934,Carmen,1,Island,
208,Checklist,all,1,0,1,0,2,1081,1,935,Danzante,1,Island,
208,Checklist,all,1,0,1,0,2,1082,1,936,Monserrat (Sea of Cortés),1,Island,
208,Checklist,all,1,0,1,0,2,1083,1,937,Santa Catalina,1,Island,
208,Checklist,all,1,0,1,0,2,1084,1,938,Santa Cruz,1,Island,
208,Checklist,all,1,0,1,0,2,1085,1,939,San Diego,1,Island,
208,Checklist,all,1,0,1,0,2,1086,1,940,San José,1,Island,
208,Checklist,all,1,0,1,0,2,1087,1,941,San Francisco,1,Island,
208,Checklist,all,1,0,1,0,2,1088,1,942,Espíritu Santo,1,Island,
208,Checklist,all,1,0,1,0,2,1089,1,943,Cerralvo,1,Island,
208,Checklist,all,1,0,1,0,2,1090,1,944,Alcatraz,1,Island,
208,Checklist,all,1,0,1,0,2,1091,1,945,Cholludo,1,Island,
208,Checklist,all,1,0,1,0,2,1092,1,946,Datíl,1,Island,
208,Checklist,all,1,0,1,0,2,1093,1,947,Granito,1,Island,
208,Checklist,all,1,0,1,0,2,1094,1,948,Las Ánimas,1,Island,
208,Checklist,all,1,0,1,0,2,1095,1,949,La Víbora,1,Island,
208,Checklist,all,1,0,1,0,2,1096,1,950,Mejía,1,Island,
208,Checklist,all,1,0,1,0,2,1097,1,951,Partida Norte,1,Island,
208,Checklist,all,1,0,1,0,2,1098,1,952,Patos,1,Island,
208,Checklist,all,1,0,1,0,2,1099,1,953,Rasa,1,Island,
208,Checklist,all,1,0,1,0,2,1100,1,954,Salsipuedes,1,Island,
208,Checklist,all,1,0,1,0,2,1101,1,955,San Luis,1,Island,
208,Checklist,all,1,0,1,0,2,1102,1,956,Santa Ines,1,Island,
208,Checklist,all,1,0,1,0,2,1103,1,957,Smith,1,Island,
208,Checklist,all,1,0,1,0,2,1104,1,958,Ventana,1,Island,
208,Checklist,all,1,0,1,0,2,1105,1,959,Cabeza de Caballo,1,Island,
208,Checklist,all,1,0,1,0,2,1106,1,960,Piojo,1,Island,
208,Checklist,all,1,0,1,0,2,1107,1,961,Mitlan,1,Island,
208,Checklist,all,1,0,1,0,2,1108,1,962,Pata,1,Island,
208,Checklist,all,1,0,1,0,2,1109,1,963,Flecha,1,Island,
208,Checklist,all,1,0,1,0,2,1110,1,964,Bota,1,Island,
208,Checklist,all,1,0,1,0,2,1111,1,965,Coronadito,1,Island,
208,Checklist,all,1,0,1,0,2,1112,1,966,Gemelito East,1,Island,
208,Checklist,all,1,0,1,0,2,1113,1,967,Jorobado,1,Island,
208,Checklist,all,1,0,1,0,2,1114,1,968,Cerraja,1,Island,
208,Checklist,all,1,0,1,0,2,1116,1,969,Llave,1,Island,
208,Checklist,all,1,0,1,0,2,1117,1,970,Gemelito West,1,Island,
210,Species Database,native,1,0,0,0,2,1119,0,153,East Falkland,1,Island,
210,Species Database,native,1,0,0,0,2,1120,0,152,West Falkland,1,Island,
210,Species Database,native,1,0,0,0,2,1121,0,397,South Georgia,1,Island,
210,Species Database,native,1,0,0,0,2,1122,0,394,Tristan da Cunha,1,Island,
210,Species Database,native,1,0,0,0,2,1123,0,356,Gough Island,1,Island,
210,Species Database,native,1,0,0,0,2,1124,0,395,Inaccessible Island,1,Island,
210,Species Database,native,1,0,0,0,2,1125,0,396,Nightingale,1,Island,
210,Species Database,native,1,0,0,0,2,1126,0,367,Marion Island,1,Island,
210,Species Database,native,1,0,0,0,2,1127,0,366,Prince Edward Island,1,Island,
210,Species Database,native,1,0,0,0,2,1128,0,971,Ile aux Cochons,1,Island,
210,Species Database,native,1,0,0,0,2,1129,0,972,Ile de la Possession,1,Island,
210,Species Database,native,1,0,0,0,2,1130,0,399,Iles Kerguelen,1,Island,
210,Species Database,native,1,0,0,0,2,1131,0,401,Heard Island,1,Island,
210,Species Database,native,1,0,0,0,2,1132,0,400,McDonald Islands,1,Island,
210,Species Database,native,1,0,0,0,2,1133,0,973,Ile Amsterdam,1,Island,
210,Species Database,native,1,0,0,0,2,1134,0,974,St. Paul,1,Island,
210,Species Database,native,1,0,0,0,2,1135,0,129,Macquarie Island,1,Island,
210,Species Database,native,1,0,0,0,2,1136,0,553,Auckland Islands,1,Island,
210,Species Database,native,1,0,0,0,2,1138,0,975,Campbell Island,1,Island,
210,Species Database,native,1,0,0,0,2,1139,0,976,Snares Islands,1,Island,
210,Species Database,native,1,0,0,0,2,1140,0,352,Antipodes Islands,1,Island,
210,Species Database,native,1,0,0,0,2,1141,0,353,Bounty Islands,1,Island,
211,Species Database,all,1,0,0,0,2,1142,0,977,Brat Chirpoev,0,Island,
211,Species Database,all,1,0,0,0,2,1143,0,978,Broutona,0,Island,
211,Species Database,all,1,0,0,0,2,1144,0,979,Ekarma,0,Island,
211,Species Database,all,1,0,0,0,2,1145,0,980,Makanrushi,0,Island,
211,Species Database,all,1,0,0,0,2,1146,0,981,Antsiferova,0,Island,
212,Flora,native,1,0,0,0,2,1147,0,982,Onekotan,1,Island,
213,Flora,native,1,0,0,0,2,1148,0,983,Shiashkotan,1,Island,
214,Checklist,native,1,0,1,0,2,1149,1,984,New Caledonia,1,Island,
216,Checklist,all,1,0,1,0,2,1151,1,986,Mahe,1,Island,
216,Checklist,all,1,0,1,0,2,1152,1,987,Hodoul,1,Island,
216,Checklist,all,1,0,1,0,2,1153,1,988,"Ile Ronde, Mahe",1,Island,
216,Checklist,all,1,0,1,0,2,1154,1,989,Ile St Anne,1,Island,
216,Checklist,all,1,0,1,0,2,1156,1,608,Conception,1,Island,
216,Checklist,all,1,0,1,0,2,1157,1,616,Therese,1,Island,
216,Checklist,all,1,0,1,0,2,1158,1,990,Ile au Cerf,1,Island,
216,Checklist,all,1,0,1,0,2,1159,1,991,Ile Cachee,1,Island,
216,Checklist,all,1,0,1,0,2,1160,1,992,Ile Longue,1,Island,
216,Checklist,all,1,0,1,0,2,1161,1,993,Ile Moyenne,1,Island,
216,Checklist,all,1,0,1,0,2,1162,1,994,Ile Anonyme,1,Island,
216,Checklist,all,1,0,1,0,2,1163,1,995,Ile aux Rats,1,Island,
216,Checklist,all,1,0,1,0,2,1164,1,996,Ile Seche,1,Island,
216,Checklist,all,1,0,1,0,2,1167,1,998,"Beacon Island, Seychelles",1,Island,
216,Checklist,all,1,0,1,0,2,1168,1,999,Ile aux Vaches Marines,1,Island,
216,Checklist,all,1,0,1,0,2,1169,1,1000,Islette,1,Island,
216,Checklist,all,1,0,1,0,2,1170,1,1001,Souris,1,Island,
216,Checklist,all,1,0,1,0,2,1171,1,1002,Ilot,1,Island,
216,Checklist,all,1,0,1,0,2,1173,1,615,"North Island, Seychelles",1,Island,
216,Checklist,all,1,0,1,0,2,1175,1,1003,Praslin,1,Island,
216,Checklist,all,1,0,1,0,2,1176,1,1004,La Digue,1,Island,
216,Checklist,all,1,0,1,0,2,1177,1,1005,Booby Island,1,Island,
216,Checklist,all,1,0,1,0,2,1178,1,1006,"Chauve Souris, Praslin",1,Island,
216,Checklist,all,1,0,1,0,2,1179,1,1007,"Ile Ronde, Praslin",1,Island,
216,Checklist,all,1,0,1,0,2,1180,1,1008,Ave Maria,1,Island,
216,Checklist,all,1,0,1,0,2,1181,1,1009,Fouche,1,Island,
216,Checklist,all,1,0,1,0,2,1182,1,1010,Cocos,1,Island,
216,Checklist,all,1,0,1,0,2,1183,1,1011,Petit Soeur,1,Island,
216,Checklist,all,1,0,1,0,2,1184,1,613,Grande Soeur,1,Island,
216,Checklist,all,1,0,1,0,2,1185,1,1012,Mamelles,1,Island,
216,Checklist,all,1,0,1,0,2,1186,1,1013,Recifs,1,Island,
216,Checklist,all,1,0,1,0,2,1187,1,1014,Fregate,1,Island,
216,Checklist,all,1,0,1,0,2,1188,1,1015,Ilot Fregates,1,Island,
216,Checklist,all,1,0,1,0,2,1189,1,610,Curieuse,1,Island,
216,Checklist,all,1,0,1,0,2,1190,1,1016,"St Pierre, Praslin",1,Island,
216,Checklist,all,1,0,1,0,2,1191,1,1017,Aride,1,Island,
216,Checklist,all,1,0,1,0,2,1194,1,612,Felicite,1,Island,
216,Checklist,all,1,0,1,0,2,1195,1,614,Marianne,1,Island,
216,Checklist,all,1,0,1,0,2,1196,1,609,Cousin,1,Island,
216,Checklist,all,1,0,1,0,2,1198,1,633,Cousine,1,Island,
216,Checklist,all,1,0,1,0,2,1200,1,607,Bird,1,Island,
216,Checklist,all,1,0,1,0,2,1201,1,611,Denis,1,Island,
216,Checklist,all,1,0,1,0,2,1202,1,1020,Platte,1,Island,
216,Checklist,all,1,0,1,0,2,1203,1,289,Coetivy,1,Island,
216,Checklist,all,1,0,1,0,2,1204,1,286,African Banks,1,Island,
216,Checklist,all,1,0,1,0,2,1205,1,287,Remire,1,Island,
216,Checklist,all,1,0,1,0,2,1206,1,288,Desroches,1,Island,
216,Checklist,all,1,0,1,0,2,1207,1,290,Darros,1,Island,
216,Checklist,all,1,0,1,0,2,1208,1,1021,St Joseph,1,Island,
216,Checklist,all,1,0,1,0,2,1209,1,1022,Poivre,1,Island,
216,Checklist,all,1,0,1,0,2,1210,1,1023,Marie-Louise,1,Island,
216,Checklist,all,1,0,1,0,2,1211,1,1024,Desnoefs,1,Island,
216,Checklist,all,1,0,1,0,2,1212,1,1025,Alphonse,1,Island,
216,Checklist,all,1,0,1,0,2,1213,1,1026,Bijoutier,1,Island,
216,Checklist,all,1,0,1,0,2,1214,1,1027,St Francois,1,Island,
216,Checklist,all,1,0,1,0,2,1215,1,1028,Fouquet,1,Island,
216,Checklist,all,1,0,1,0,2,1217,1,282,Providence,1,Island,
216,Checklist,all,1,0,1,0,2,1218,1,281,St Pierre,1,Island,
216,Checklist,all,1,0,1,0,2,1219,1,283,Farquhar,1,Island,
216,Checklist,all,1,0,1,0,2,1220,1,277,Aldabra,1,Island,
216,Checklist,all,1,0,1,0,2,1221,1,278,Assumption,1,Island,
216,Checklist,all,1,0,1,0,2,1222,1,279,Cosmoledo,1,Island,
216,Checklist,all,1,0,1,0,2,1224,1,280,Astove,1,Island,
216,Checklist,all,1,0,1,0,2,1225,1,1029,"Chauve Souris, Mahe",1,Island,
216,Checklist,all,1,0,1,0,2,1226,1,1030,Silhouette,1,Island,
217,Checklist,all,1,0,0,0,2,1229,0,780,Guam,1,Island,
217,Checklist,all,1,0,0,0,2,1230,0,844,Rota,1,Island,
217,Checklist,all,1,0,0,0,2,1231,0,743,Aguijan,1,Island,
217,Checklist,all,1,0,0,0,2,1232,0,854,Tinian,1,Island,
217,Checklist,all,1,0,0,0,2,1233,0,845,Saipan,1,Island,
217,Checklist,all,1,0,0,0,2,1234,0,1031,Marpi,1,Island,
217,Checklist,all,1,0,0,0,2,1235,0,748,Anatahan,1,Island,
217,Checklist,all,1,0,0,0,2,1236,0,846,Sarigan,1,Island,
217,Checklist,all,1,0,0,0,2,1237,0,781,Guguan,1,Island,
217,Checklist,all,1,0,0,0,2,1239,0,747,Alamagan,1,Island,
217,Checklist,all,1,0,0,0,2,1240,0,680,Pagan,1,Island,
217,Checklist,all,1,0,0,0,2,1241,0,742,Agrihan,1,Island,
217,Checklist,all,1,0,0,0,2,1242,0,753,Asuncion Island,1,Island,
217,Checklist,all,1,0,0,0,2,1243,0,803,Maug Islands,1,Island,
217,Checklist,all,1,0,0,0,2,1244,0,775,Farallon de Pajaros,1,Island,
219,Flora,all,1,0,1,0,4,1328,1,1049,Madagascar,1,Island,
219,Flora,all,1,0,1,0,4,1329,1,1073,Grand Comore,0,Island,
219,Flora,all,1,0,1,0,4,1330,1,1074,Anjouan,0,Island,
219,Flora,all,1,0,1,0,4,1332,1,1075,Mayotte,1,Island,
219,Flora,all,1,0,1,0,4,1335,1,370,Ascension,1,Island,
220,Flora,all,1,0,1,0,4,1337,1,315,Jamaica,1,Island,
223,Flora,all,1,0,1,0,4,1338,1,326,Puerto Rico,1,Island,
223,Flora,all,1,0,1,0,4,1339,1,330,St. Croix,1,Island,
223,Flora,all,1,0,1,0,4,1340,1,336,St. Thomas,1,Island,
223,Flora,all,1,0,1,0,4,1341,1,332,St. John,1,Island,
223,Flora,all,1,0,1,0,4,1342,1,339,Tortola,1,Island,
223,Flora,all,1,0,1,0,4,1343,1,343,Virgin Gorda,1,Island,
224,Flora,all,1,0,1,0,4,1346,1,246,Amamioshima,1,Island,
224,Flora,all,1,0,1,0,4,1355,1,1085,Hokkaido,1,Island,
224,Flora,all,1,0,1,0,4,1356,1,1086,Honshu,1,Island,
224,Flora,all,1,0,1,0,4,1373,1,1096,Kyushu,1,Island,
224,Flora,all,1,0,1,0,4,1378,1,251,Okinawajima,1,Island,
224,Flora,all,1,0,1,0,4,1385,1,1104,Shikoku,1,Island,
225,Checklist,all,1,0,1,0,4,1393,1,1502,"Sabah and Sarawak, Borneo",1,Island Part,Political Unit
226,Checklist,all,1,1,1,0,2,1395,1,131,Corvo,1,Island,
226,Checklist,all,1,1,1,0,2,1396,1,132,Flores,1,Island,
226,Checklist,all,1,1,1,0,2,1397,1,133,Faial,1,Island,
226,Checklist,all,1,1,1,0,2,1398,1,134,Pico,1,Island,
226,Checklist,all,1,1,1,0,2,1399,1,135,Graciosa,1,Island,
226,Checklist,all,1,1,1,0,2,1400,1,136,São Jorge,1,Island,
226,Checklist,all,1,1,1,0,2,1401,1,137,Terceira,1,Island,
226,Checklist,all,1,1,1,0,2,1402,1,138,São Miguel,1,Island,
226,Checklist,all,1,1,1,0,2,1403,1,139,Santa Maria,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1404,1,171,Hawai'i Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1405,1,172,Kaua'i Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1406,1,174,Ka'ula Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1407,1,173,Kaho'olawe Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1408,1,176,Lana'i Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1409,1,178,Lehua Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1410,1,180,Maui Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1411,1,183,Moloka'i Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1412,1,186,Ni'ihau Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1413,1,187,O'ahu Island (incl. Mokoli'i Islet),1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1414,1,169,French Frigate Shoals (incl. Tern and other islands),1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1415,1,170,Gardner Pinnacles,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1416,1,175,Kure Atoll (incl. Sand and Green Islands),1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1417,1,177,Laysan Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1418,1,179,Lisianski Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1419,1,181,Midway Atoll (incl. Sand and Eastern Islands),1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1420,1,184,Nihoa Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1421,1,185,Necker Island,1,Island,
227,Checklist,native and naturalized,1,1,1,0,2,1422,1,188,Pearl and Hermes Atoll,1,Island,
229,Flora,all,1,1,1,0,5,1471,1,603,Aiwa,0,Island,
229,Flora,all,1,1,1,0,5,1472,1,1234,Bacon Island,0,Island,
229,Flora,all,1,1,1,0,5,1473,1,1235,Exploring Isles,0,Island,
229,Flora,all,1,1,1,0,5,1474,1,1236,Fulanga,1,Island,
229,Flora,all,1,1,1,0,5,1475,1,1237,Kambara,0,Island,
229,Flora,all,1,1,1,0,5,1476,1,1238,Kanathea,0,Island,
229,Flora,all,1,1,1,0,5,1477,1,1239,Kandavu,0,Island,
229,Flora,all,1,1,1,0,5,1478,1,1240,Karoni,0,Island,
229,Flora,all,1,1,1,0,5,1479,1,1241,Katafanga,0,Island,
229,Flora,all,1,1,1,0,5,1480,1,1242,Kimboro Islet,0,Island,
229,Flora,all,1,1,1,0,5,1481,1,1243,Komo,0,Island,
229,Flora,all,1,1,1,0,5,1482,1,1244,Komo Ndriki,0,Island,
229,Flora,all,1,1,1,0,5,1483,1,1245,Koro,0,Island,
229,Flora,all,1,1,1,0,5,1484,1,602,Lakeba,0,Island,
229,Flora,all,1,1,1,0,5,1485,1,1246,Late-I-Viti,0,Island,
229,Flora,all,1,1,1,0,5,1486,1,1247,Makondronga,0,Island,
229,Flora,all,1,1,1,0,5,1487,1,1248,Makongai,0,Island,
229,Flora,all,1,1,1,0,5,1488,1,1249,Mamanuthas,0,Island Group,
229,Flora,all,1,1,1,0,5,1489,1,1250,Mango,0,Island,
229,Flora,all,1,1,1,0,5,1490,1,1251,Marambo,0,Island,
229,Flora,all,1,1,1,0,5,1491,1,1252,Matuku,0,Island,
229,Flora,all,1,1,1,0,5,1492,1,1253,Mbengga,0,Island,
229,Flora,all,1,1,1,0,5,1493,1,1254,Moala,1,Island,
229,Flora,all,1,1,1,0,5,1494,1,1255,Mothe,0,Island,
229,Flora,all,1,1,1,0,5,1495,1,1256,Moturiki,0,Island,
229,Flora,all,1,1,1,0,5,1496,1,1257,Munia,0,Island,
229,Flora,all,1,1,1,0,5,1497,1,1258,Nairai,0,Island,
229,Flora,all,1,1,1,0,5,1498,1,1259,Naitamba,0,Island,
229,Flora,all,1,1,1,0,5,1499,1,1260,Namuka-i-Lau,0,Island,
229,Flora,all,1,1,1,0,5,1500,1,1261,Nangingia,0,Island,
229,Flora,all,1,1,1,0,5,1501,1,1262,Navutu-I-Loma,0,Island,
229,Flora,all,1,1,1,0,5,1502,1,1263,Navutu-I-Ra,0,Island,
229,Flora,all,1,1,1,0,5,1503,1,1264,Nayambo,0,Island,
229,Flora,all,1,1,1,0,5,1504,1,601,Nayau,0,Island,
229,Flora,all,1,1,1,0,5,1505,1,1265,Gau,0,Island,
229,Flora,all,1,1,1,0,5,1506,1,1266,Nggamea,0,Island,
229,Flora,all,1,1,1,0,5,1507,1,1267,Oneata,0,Island,
229,Flora,all,1,1,1,0,5,1508,1,1268,Ongea Levu,0,Island,
229,Flora,all,1,1,1,0,5,1509,1,1269,Ongea Ndriki,0,Island,
229,Flora,all,1,1,1,0,5,1510,1,1270,Ono,0,Island,
229,Flora,all,1,1,1,0,5,1511,1,1271,Ono-I-Lau,0,Island,
229,Flora,all,1,1,1,0,5,1512,1,1272,Ovalau,1,Island,
229,Flora,all,1,1,1,0,5,1513,1,1273,Rambi,0,Island,
229,Flora,all,1,1,1,0,5,1514,1,1274,Taveuni,0,Island,
229,Flora,all,1,1,1,0,5,1515,1,1275,Tavunasithi,0,Island,
229,Flora,all,1,1,1,0,5,1516,1,1276,Thikombia,0,Island,
229,Flora,all,1,1,1,0,5,1517,1,1277,Thimkombia-I-Lau,0,Island,
229,Flora,all,1,1,1,0,5,1518,1,1278,Thithia,0,Island,
229,Flora,all,1,1,1,0,5,1519,1,1279,Totoya,0,Island,
229,Flora,all,1,1,1,0,5,1520,1,1280,Tuvutha,0,Island,
229,Flora,all,1,1,1,0,5,1521,1,1281,Vanua Levu,1,Island,
229,Flora,all,1,1,1,0,5,1522,1,1282,Vanua Masi,1,Island,
229,Flora,all,1,1,1,0,5,1523,1,1283,Vanua Mbalavu,1,Island,
229,Flora,all,1,1,1,0,5,1524,1,1284,Vanua Vatu,0,Island,
229,Flora,all,1,1,1,0,5,1525,1,1285,Vatu Vara,1,Island,
229,Flora,all,1,1,1,0,5,1526,1,1286,Vatuelle,0,Island,
229,Flora,all,1,1,1,0,5,1527,1,1287,Viti Levu,1,Island,
229,Flora,all,1,1,1,0,5,1528,1,1288,Vuanggava,0,Island,
229,Flora,all,1,1,1,0,5,1529,1,1289,Wailangilala,0,Island,
229,Flora,all,1,1,1,0,5,1530,1,1290,Wakaya,0,Island,
229,Flora,all,1,1,1,0,5,1531,1,1291,Yangasa Levu,0,Island,
229,Flora,all,1,1,1,0,5,1532,1,1292,Yanutha,0,Island,
229,Flora,all,1,1,1,0,5,1533,1,1293,Yanutha Levu,0,Island,
229,Flora,all,1,1,1,0,5,1534,1,1294,Yasawa Islands,0,Island Group,
229,Flora,all,1,1,1,0,5,1535,1,1295,Yathata,0,Island,
229,Flora,all,1,1,1,0,5,1536,1,726,Fiji,1,Island,
230,Checklist,all,1,1,1,0,2,1432,1,1048,Mauritius,1,Island,
230,Checklist,all,1,1,1,0,2,1433,1,202,La Réunion,1,Island,
230,Checklist,all,1,1,1,0,2,1434,1,1059,Rodrigues,1,Island,
230,Checklist,all,1,1,1,0,2,1435,1,1225,Round Island (Mauritius),1,Island,
230,Checklist,all,1,1,1,0,2,1436,1,1226,Ile aux Aigrettes,1,Island,
231,Checklist,all,1,1,1,0,2,1437,1,953,Rasa,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1438,1,503,Scilly,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1439,1,482,Mopelia,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1440,1,479,Maupiti,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1441,1,528,Tupai,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1442,1,451,Bora Bora,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1443,1,505,Tahaa,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1444,1,494,Raiatea,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1445,1,460,Huahine,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1446,1,465,Maiao,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1447,1,521,Tetiaroa,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1448,1,481,Moorea,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1449,1,507,Tahiti,1,Island,
232,Herbarium collection,native,1,0,1,0,6,1450,1,480,Mehetia,1,Island,
233,Checklist,endemic,1,1,1,0,2,1452,1,1051,Marianas,0,Island,
233,Checklist,endemic,1,1,1,0,2,1453,1,1227,Northern Marianas,0,Island,
233,Checklist,endemic,1,1,1,0,2,1454,1,1228,Southern Marianas,0,Island,
233,Checklist,endemic,1,1,1,0,2,1455,1,780,Guam,1,Island,
233,Checklist,endemic,1,1,1,0,2,1456,1,1039,Caroline Islands,0,Island,
233,Checklist,endemic,1,1,1,0,2,1457,1,1229,Western Carolines,0,Island,
233,Checklist,endemic,1,1,1,0,2,1458,1,1230,Eastern Carolines,0,Island,
233,Checklist,endemic,1,1,1,0,2,1459,1,371,Palau,1,Island,
233,Checklist,endemic,1,1,1,0,2,1460,1,870,Yap,0,Island,
233,Checklist,endemic,1,1,1,0,2,1461,1,1231,Chuuk,0,Island,
233,Checklist,endemic,1,1,1,0,2,1462,1,836,Pohnpei,0,Island,
233,Checklist,endemic,1,1,1,0,2,1463,1,789,Kosrae,0,Island,
233,Checklist,endemic,1,1,1,0,2,1465,1,1232,Marshall Islands,0,Island,
233,Checklist,endemic,1,1,1,0,2,1466,1,577,Gilbert Islands,0,Island,
233,Checklist,endemic,1,1,1,0,2,1467,1,1233,Micronesia,0,Island,
235,Checklist,all,1,0,1,0,2,1551,1,1501,"Kilaka Reserve, Vanua Levu",1,Island Part,Protected Area
236,Checklist,other subset,1,0,0,0,2,16190,1,12549,"Dogotuki, Vanua Levu",1,Island Part,Island
237,Checklist,all,1,0,1,0,2,16191,1,11635,"Yadua Taba, Fiji",1,Island,Island
238,Checklist,native,1,0,1,0,2,15999,1,12550,"Monuriki, Fiji",0,Island,Island
239,Checklist,all,1,1,1,0,2,1552,1,1310,"Otok Zecevo, Croatia",1,Island,
241,Red list,native,1,0,1,0,2,15451,1,1075,Mayotte,1,Island,
242,Report,native and naturalized,1,1,1,0,2,1537,1,1296,Torres Strait Islands,1,Island,
243,Report,native and naturalized,1,1,1,0,2,1538,1,1297,Warraber Island,1,Island,
244,Report,native and naturalized,1,1,0,0,2,1539,0,1298,Saibai Island,1,Island,
245,Report,native and naturalized,1,1,1,0,2,1540,1,1299,Poruma Island,1,Island,
246,Report,native and naturalized,1,1,0,0,2,1541,1,1300,Mua Island,1,Island,
247,Report,native and naturalized,1,1,1,0,2,1542,1,1301,Masig Island,1,Island,
248,Report,native and naturalized,1,1,0,0,2,1543,1,1302,Mabuiag Island,1,Island,
249,Report,native and naturalized,1,1,0,0,2,1544,1,1303,Iama Island,1,Island,
250,Report,native and naturalized,1,1,0,0,2,1545,1,1304,Erub Island,1,Island,
251,Report,native and naturalized,1,1,0,0,2,1546,1,1305,Dauan Island,1,Island,
252,Report,native and naturalized,1,1,0,0,2,1547,0,1306,Boigu Island,1,Island,
253,Report,native and naturalized,1,1,1,0,2,1548,1,1307,Badu Island,1,Island,
254,Report,native and naturalized,1,1,1,0,2,1549,1,1308,Ugar Island,1,Island,
255,Report,native and naturalized,1,1,1,0,2,1550,1,1309,Mer Island,1,Island,
256,Checklist,all,1,0,1,0,1,1468,1,1032,Andaman Islands,1,Island,
256,Checklist,all,1,0,1,0,1,1469,1,1054,Nicobar Islands,1,Island,
257,Checklist,native and naturalized,1,1,1,0,2,1470,1,370,Ascension,1,Island,
258,Checklist,all,1,0,1,0,5,1752,1,11504,Sao Tome and Principe,1,Island Group,Political Unit
258,Checklist,all,1,0,1,0,5,1753,1,364,Sao Tomé,1,Island,
258,Checklist,all,1,0,1,0,5,1754,1,363,Principe,1,Island,
259,Checklist,naturalized,1,1,0,0,2,1755,0,972,Ile de la Possession,1,Island,
259,Checklist,naturalized,1,1,0,0,2,1756,0,399,Iles Kerguelen,1,Island,
259,Checklist,naturalized,1,1,0,0,2,1757,0,973,Ile Amsterdam,1,Island,
261,Checklist,all,1,1,0,0,2,1759,1,1498,Pulau Babi Tengah,1,Island,
262,Checklist,all,0,0,1,0,2,1760,1,1499,"L’Esperance Rock, Southern Kermadec Islands",0,Island,
264,Checklist,all,0,0,0,0,2,845,0,735,"Great Britain excl Isle of Wight, Anglesey, Orkney, Shetland, Clyde Islands, Outer Hebrides",0,Island,
265,Checklist,all,1,1,0,0,2,1764,0,1503,Deokjeokdo,1,Island,
265,Checklist,all,1,1,0,0,2,1765,0,1504,Mungapdo,1,Island,
