taxon_ID,taxon_name,taxon_author,taxon_lvl,lft,rgt
11519,Porocystis,,genus,22200,22201
11520,Raddia,,genus,30919,30920
11521,Rehia,,genus,30917,30918
11522,Rhabdodendron,,genus,4237,4238
11523,Scyphonychium,,genus,22198,22199
11524,Senapea,,genus,24894,24895
11525,Rhodothyrsus,,genus,24332,24333
11526,Singana,,genus,28666,28667
11527,Stifftia,,genus,8514,8515
11528,Taberna,,genus,15344,15345
11529,Tampoa,,genus,26178,26179
11530,Tetralocularia,,genus,14388,14389
11531,Vasconcellosia,,genus,24892,24893
11532,Vouacapoua,,genus,28664,28665
11533,Vouapa,,genus,28662,28663
11534,Adenanthe,,genus,25742,25743
11535,Alophia,,genus,34249,34250
11536,Bothriospora,,genus,16906,16907
11537,Boyania,,genus,23034,23035
11538,Dinizia,,genus,28660,28661
11539,Goodallia,,genus,20748,20749
11540,Gynocraterium,,genus,12648,12649
11541,Haploclathra,,genus,25592,25593
11542,Ixocactus,,genus,4593,4594
11543,Lampadaria,,genus,13776,13777
11544,Maburea,,genus,4921,4922
11545,Maguireanthus,,genus,23032,23033
11546,Ochthephilus,,genus,23030,23031
11547,Oliveriana,,genus,35441,35442
11548,Paloveopsis,,genus,28658,28659
11549,Schlimia,,genus,35439,35440
11550,Sciadocephala,,genus,8512,8513
11551,Spheneria,,genus,30915,30916
11552,Thysanostemon,,genus,25644,25645
11553,Trichanthera,,genus,12646,12647
11554,Tryssophyton,,genus,23028,23029
11555,Whittonia,,genus,19451,19452
11556,Wittmackanthus,,genus,16904,16905
11557,Wulffia,,genus,8510,8511
11558,Ruptiliocarpon,,genus,26344,26345
11559,Loncomelos,,genus,33701,33702
11560,Amoora,,genus,21518,21519
11561,Anisochilus,,genus,11598,11599
11562,Ascocentrum,,genus,35437,35438
11563,Berneuxia,,genus,18288,18289
11564,Borthwickia,,genus,20430,20431
11565,Brassaiopsis,,genus,6186,6187
11566,Bruinsmia,,genus,18270,18271
11567,Trias,,genus,35435,35436
11568,Cladogynos,,genus,24330,24331
11569,Cyperorchis,,genus,35433,35434
11570,Eriosolena,,genus,20746,20747
11571,Diploknema,,genus,18622,18623
11572,Ellipeiopsis,,genus,37819,37820
11573,Eriodes,,genus,35431,35432
11574,Eriolaena,,genus,21028,21029
11575,Graphorchis,,genus,35429,35430
11576,Dioecrescis,,genus,16902,16903
11577,Gomphogyne,,genus,26484,26485
11578,Nogra,,genus,28656,28657
11579,Monosis,,genus,8508,8509
11580,Hemipilia,,genus,35427,35428
11581,Hygrochilus,,genus,35425,35426
11582,Hyptianthera,,genus,16900,16901
11583,Stahlianthus,,genus,32825,32826
11584,Dickasonia,,genus,35423,35424
11585,Lloydia,,genus,36625,36626
11586,Mayodendron,,genus,12096,12097
11587,Melocanna,,genus,30913,30914
11588,Merrilliopanax,,genus,6184,6185
11589,Phaseolodes,,genus,28654,28655
11590,Endosamara,,genus,28652,28653
11591,Moghania,,genus,28650,28651
11592,Morindopsis,,genus,16898,16899
11593,Myriopteron,,genus,15342,15343
11594,Natsiatopsis,,genus,17764,17765
11595,Iridorkis,,genus,35421,35422
11596,Oleoxylon,,genus,20622,20623
11597,Omphalogramma,,genus,18434,18435
11598,Porteresia,,genus,30911,30912
11599,Panax,,genus,6182,6183
11600,Pentapanax,,genus,6180,6181
11601,Phylloboea,,genus,13774,13775
11602,Pseudosorghum,,genus,30909,30910
11603,Rhynchanthus,,genus,32823,32824
11604,Roydsia,,genus,20428,20429
11605,Sageraea,,genus,37817,37818
11606,Epirixanthes,,genus,27656,27657
11607,Balakata,,genus,24328,24329
11608,Sarcoglyphis,,genus,35419,35420
11609,Pentacme,,genus,20620,20621
11610,Stephegyne,,genus,16896,16897
11611,Steudnera,,genus,37235,37236
11612,Sumbaviopsis,,genus,24326,24327
11613,Symphorema,,genus,11596,11597
11614,Thunia,,genus,35417,35418
11615,Trisepalum,,genus,13772,13773
11616,Vandopsis,,genus,35415,35416
11617,Ventricularia,,genus,35413,35414
11618,Skaphium,,genus,27654,27655
11619,Atherolepis,,genus,15340,15341
11620,Atylosia,,genus,28648,28649
11621,Boesenbergia,,genus,32821,32822
11622,Brandisia,,genus,11334,11335
11623,Didymocarpus,,genus,13770,13771
11624,Dinochloa,,genus,30907,30908
11625,Drimycarpus,,genus,22508,22509
11626,Ebermaiera,,genus,12644,12645
11627,Hapaline,,genus,37233,37234
11628,Hemiorchis,,genus,32819,32820
11629,Hesperethusa,,genus,21800,21801
11630,Hitchenia,,genus,32817,32818
11631,Neohymenopogon,,genus,16894,16895
11632,Leucomeris,,genus,8506,8507
11633,Myanmaria,,genus,8504,8505
11634,Myriostachya,,genus,30905,30906
11635,Natsiatum,,genus,17762,17763
11636,Neohouzeaua,,genus,30903,30904
11637,Pelatantheria,,genus,35411,35412
11638,Pentasacme,,genus,15338,15339
11639,Marsypopetalum,,genus,37815,37816
11640,Enicosanthum,,genus,37813,37814
11641,Gumira,,genus,11954,11955
11642,Raphistemma,,genus,15336,15337
11643,Soymida,,genus,21516,21517
11644,Phyllochlamys,,genus,27000,27001
11645,Streptocaulon,,genus,15334,15335
11646,Webera,,genus,40915,40916
11647,Zollingeria,,genus,22196,22197
11648,Anisadenia,,genus,24122,24123
11649,Meizotropis,,genus,28646,28647
11650,Cautleya,,genus,32815,32816
11651,Nostolachma,,genus,16892,16893
11652,Corallodiscus,,genus,13768,13769
11653,Dobinea,,genus,22506,22507
11654,Dodecadenia,,genus,37505,37506
11655,Drepanostachyum,,genus,30901,30902
11656,Holboellia,,genus,1989,1990
11657,Iteadaphne,,genus,37503,37504
11658,Neillia,,genus,27466,27467
11659,Otochilus,,genus,35409,35410
11660,Sirindhornia,,genus,35407,35408
11661,Dinetus,,genus,14386,14387
11662,Pottingeria,,genus,26176,26177
11663,Pseudostachyum,,genus,30899,30900
11664,Pterostyrax,,genus,18268,18269
11665,Terminthia,,genus,22504,22505
11666,Sapria,,genus,24686,24687
11667,Stenoseris,,genus,8502,8503
11668,Vandoglossum,,genus,35405,35406
11669,Arundinaria,,genus,30897,30898
11670,Acronema,,genus,5668,5669
11671,Adenosacme,,genus,16890,16891
11672,Khasiaclunea,,genus,16888,16889
11673,Sphaerosacme,,genus,21514,21515
11674,Asteropyrum,,genus,1881,1882
11675,Balanostreblus,,genus,26998,26999
11676,Brachystemma,,genus,4061,4062
11677,Briggsia,,genus,13766,13767
11678,Chimonocalamus,,genus,30895,30896
11679,Cipadessa,,genus,21512,21513
11680,Crawfurdia,,genus,16134,16135
11681,Cruddasia,,genus,28644,28645
11682,Dactylicapnos,,genus,2247,2248
11683,Decaisnea,,genus,2181,2182
11684,Podocarpium,,genus,28642,28643
11685,Dipentodon,,genus,22710,22711
11686,Diplarche,,genus,18028,18029
11687,Docynia,,genus,27464,27465
11688,Edgeworthia,,genus,20744,20745
11689,Eriolobus,,genus,27462,27463
11690,Henslowia,,genus,4767,4768
11691,Larsenianthus,,genus,32813,32814
11692,Chaetoseris,,genus,8500,8501
11693,Lophophyllum,,genus,2061,2062
11694,Loxostigma,,genus,13764,13765
11695,Maddenia,,genus,27460,27461
11696,Melocalamus,,genus,30893,30894
11697,Nomocharis,,genus,36623,36624
11698,Fedorovia,,genus,10894,10895
11699,Plagiopetalum,,genus,23026,23027
11700,Parabaena,,genus,2059,2060
11701,Parastyrax,,genus,18266,18267
11702,Decaloba,,genus,24890,24891
11703,Plagiopteron,,genus,26174,26175
11704,Siphocranion,,genus,11594,11595
11705,Pyrularia,,genus,4765,4766
11706,Sladenia,,genus,18770,18771
11707,Aria,,genus,27458,27459
11708,Sphinctacanthus,,genus,12642,12643
11709,Sporoxeia,,genus,23024,23025
11710,Stadiochilus,,genus,32811,32812
11711,Stilbanthus,,genus,3637,3638
11712,Stranvaesia,,genus,27456,27457
11713,Streptolirion,,genus,33077,33078
11714,Syncalathium,,genus,8498,8499
11715,Roureopsis,,genus,26048,26049
11716,Pegia,,genus,22502,22503
11717,Tetracentron,,genus,1599,1600
11718,Theropogon,,genus,33699,33700
11719,Wightia,,genus,11332,11333
11720,Woodburnia,,genus,6178,6179
11721,Ypsilandra,,genus,36751,36752
11722,Allospondias,,genus,22500,22501
11723,Drymoda,,genus,35403,35404
11724,Monomeria,,genus,35401,35402
11725,Aphaenandra,,genus,16886,16887
11726,Ophiorrhiziphyllon,,genus,12640,12641
11727,Trachys,,genus,30891,30892
11728,Blinkworthia,,genus,14384,14385
11729,Hypselandra,,genus,20426,20427
11730,Goniocaulon,,genus,8496,8497
11731,Hymenopyramis,,genus,11592,11593
11732,Limonia,,genus,21798,21799
11733,Trilobachne,,genus,30889,30890
11734,Amalocalyx,,genus,15332,15333
11735,Anthogonium,,genus,35399,35400
11736,Codiocarpus,,genus,11074,11075
11737,Craniotome,,genus,11590,11591
11738,Diplomeris,,genus,35397,35398
11739,Micholitzia,,genus,15330,15331
11740,Ratzeburgia,,genus,30887,30888
11741,Polypleurum,,genus,25536,25537
11742,Smithatris,,genus,32809,32810
11743,Tupistra,,genus,33697,33698
11744,Atherandra,,genus,15328,15329
11745,Microchirita,,genus,13762,13763
11746,Cyrtandromoea,,genus,13760,13761
11747,Engelhardia,,genus,26742,26743
11748,Kaisupeea,,genus,13758,13759
11749,Placolobium,,genus,28640,28641
11750,Ornithoboea,,genus,13756,13757
11751,Pygeum,,genus,27454,27455
11752,Smitinandia,,genus,35395,35396
11753,Stereochilus,,genus,35393,35394
11754,Thecostele,,genus,35391,35392
11755,Narthex,,genus,5666,5667
11756,Adelostemma,,genus,15326,15327
11757,Distemon,,genus,26842,26843
11758,Sadiria,,genus,18432,18433
11759,Rhizanthes,,genus,24684,24685
11760,Chroesthes,,genus,12638,12639
11761,Nardostachys,,genus,6354,6355
11762,Nyctocalos,,genus,12094,12095
11763,Paradombeya,,genus,21026,21027
11764,Pauldopia,,genus,12092,12093
11765,Pittosporopsis,,genus,17760,17761
11766,Pommereschea,,genus,32807,32808
11767,Rivea,,genus,14382,14383
11768,Goldfussia,,genus,12636,12637
11769,Anerincleistus,,genus,23022,23023
11770,Chydenanthus,,genus,18780,18781
11771,Bonnaya,,genus,12996,12997
11772,Botryophora,,genus,24324,24325
11773,Caulokaempferia,,genus,32805,32806
11774,Cleisomeria,,genus,35389,35390
11775,Hegnera,,genus,28638,28639
11776,Ginalloa,,genus,4763,4764
11777,Hemisorghum,,genus,30885,30886
11778,Hullettia,,genus,26996,26997
11779,Lettsomia,,genus,14380,14381
11780,Otanthera,,genus,23020,23021
11781,Rennellia,,genus,16884,16885
11782,Seidenfadenia,,genus,35387,35388
11783,Spathichlamys,,genus,16882,16883
11784,Taxotrophis,,genus,26994,26995
11785,Touchiroa,,genus,28636,28637
11786,Echinacea,,genus,8494,8495
11787,Tecomella,,genus,12090,12091
11788,Aneura,,genus,42305,42306
11789,Scapania,,genus,41319,41320
11790,Amblystegium,,genus,41229,41230
11791,Calliergonella,,genus,40051,40052
11792,Campylium,,genus,41227,41228
11793,Palustriella,,genus,41225,41226
11794,Warnstorfia,,genus,41223,41224
11795,Aulacomnium,,genus,41109,41110
11796,Cirriphyllum,,genus,41061,41062
11797,Climacium,,genus,40771,40772
11798,Dicranum,,genus,40679,40680
11799,Pleurozium,,genus,40093,40094
11800,Pseudoleskeella,,genus,39839,39840
11801,Plagiomnium,,genus,39667,39668
11802,Rhizomnium,,genus,39665,39666
11803,Tortella,,genus,39301,39302
11804,Rhytidium,,genus,40091,40092
11805,Laser,,genus,5664,5665
11806,Corothamnus,,genus,28634,28635
11807,Comandra,,genus,4761,4762
11808,Ostericum,,genus,5662,5663
11809,Tripora,,genus,11588,11589
11810,Meehania,,genus,11586,11587
11811,Phryma,,genus,11354,11355
11812,Atractylodes,,genus,8492,8493
11813,Amana,,genus,36621,36622
11814,Diarrhena,,genus,30883,30884
11815,Hemiptelea,,genus,27102,27103
11816,Aconogonum,,genus,4349,4350
11817,Hylomecon,,genus,2245,2246
11818,Lamprocapnos,,genus,2243,2244
11819,Phedimus,,genus,19189,19190
11820,Wistaria,,genus,28632,28633
11821,Physaliastrum,,genus,14142,14143
11822,Miyamayomena,,genus,8490,8491
11823,Rhapontica,,genus,8488,8489
11824,Athroisma,,genus,8486,8487
11825,Lampropappus,,genus,8484,8485
11826,Droogmansia,,genus,28630,28631
11827,Paraknoxia,,genus,16880,16881
11828,Exotheca,,genus,30881,30882
11829,Harpachne,,genus,30879,30880
11830,Aubregrinia,,genus,18620,18621
11831,Cephaelis,,genus,16878,16879
11832,Chidlowia,,genus,28628,28629
11833,Crotonogynopsis,,genus,24322,24323
11834,Gymnostemon,,genus,21630,21631
11835,Okoubaka,,genus,4759,4760
11836,Rhaphidura,,genus,16876,16877
11837,Sphenocentrum,,genus,2057,2058
11838,Spiropetalum,,genus,26046,26047
11839,Staurogynopsis,,genus,12634,12635
11840,Biropteris,,genus,788,789
11841,Deutzianthus,,genus,24320,24321
11842,Bleekrodea,,genus,26992,26993
11843,Anamtia,,genus,18430,18431
11844,Melientha,,genus,4881,4882
11845,Pavieasia,,genus,22194,22195
11846,Sinosideroxylon,,genus,18618,18619
11847,Zebrina,,genus,33075,33076
11848,Sinobambusa,,genus,30877,30878
11849,Bambus,,genus,30875,30876
11850,Indosasa,,genus,30873,30874
11851,Vetiveria,,genus,30871,30872
11852,Psiloesthes,,genus,12632,12633
11853,Spatholirion,,genus,33073,33074
11854,Thespis,,genus,8482,8483
11855,Raphiocarpus,,genus,13754,13755
11856,Cinnadenia,,genus,37501,37502
11857,Tirpitzia,,genus,24120,24121
11858,Vietorchis,,genus,35385,35386
11859,Zeuxinella,,genus,35383,35384
11860,Chaydaia,,genus,27164,27165
11861,Vidalasia,,genus,16874,16875
11862,Keenania,,genus,16872,16873
11863,Lerchea,,genus,16870,16871
11864,Severinia,,genus,21796,21797
11865,Boniodendron,,genus,22192,22193
11866,Gymnotheca,,genus,38159,38160
11867,Tapiscia,,genus,22716,22717
11868,Dubyaea,,genus,8480,8481
11869,Neopicrorhiza,,genus,13354,13355
11870,Leptarrhena,,genus,19311,19312
11871,Romanzoffia,,genus,14694,14695
11872,Cenolophium,,genus,5660,5661
11873,Kadenia,,genus,5658,5659
11874,Androstephium,,genus,33695,33696
11875,Picrothamnus,,genus,8478,8479
11876,Lorandersonia,,genus,8476,8477
11877,Coleogyne,,genus,27452,27453
11878,Cordylanthus,,genus,11212,11213
11879,Cymopterus,,genus,5656,5657
11880,Dicoria,,genus,8474,8475
11881,Dimorphocarpa,,genus,19932,19933
11882,Enceliopsis,,genus,8472,8473
11883,Eremocrinum,,genus,33693,33694
11884,Fendlera,,genus,19038,19039
11885,Aliciella,,genus,18860,18861
11886,Grayia,,genus,3635,3636
11887,Stenotus,,genus,8470,8471
11888,Hymenopappus,,genus,8468,8469
11889,Leptodactylon,,genus,18858,18859
11890,Lygodesmia,,genus,8466,8467
11891,Dieteria,,genus,8464,8465
11892,Xanthisma,,genus,8462,8463
11893,Oxytenia,,genus,8460,8461
11894,Pediomelum,,genus,28626,28627
11895,Petradoria,,genus,8458,8459
11896,Platyschkuhria,,genus,8456,8457
11897,Sarcobatus,,genus,3045,3046
11898,Stanleya,,genus,19930,19931
11899,Achnatherum,,genus,30869,30870
11900,Hesperostipa,,genus,30867,30868
11901,Oryzopsis,,genus,30865,30866
11902,Streptanthella,,genus,19928,19929
11903,Streptanthus,,genus,19926,19927
11904,Frasera,,genus,16132,16133
11905,Tetradymia,,genus,8454,8455
11906,Thelypodiopsis,,genus,19924,19925
11907,Thelypodium,,genus,19922,19923
11908,Townsendia,,genus,8452,8453
11909,Scabrethia,,genus,8450,8451
11910,Zuckia,,genus,3633,3634
11911,Almutaster,,genus,8448,8449
11912,Amauriopsis,,genus,8446,8447
11913,Orthocarpus,,genus,11210,11211
11914,Pyrrocoma,,genus,8444,8445
11915,Besseya,,genus,13352,13353
11916,Calylophus,,genus,23708,23709
11917,Prosartes,,genus,36619,36620
11918,Fallugia,,genus,27450,27451
11919,Helianthella,,genus,8442,8443
11920,Parryella,,genus,28624,28625
11921,Paxistima,,genus,26172,26173
11922,Pericome,,genus,8440,8441
11923,Pseudocymopterus,,genus,5654,5655
11924,Tripterocalyx,,genus,2997,2998
11925,Adlumia,,genus,2241,2242
11926,Anemonella,,genus,1879,1880
11927,Aplectrum,,genus,35381,35382
11928,Neobeckia,,genus,19920,19921
11929,Arnoglossum,,genus,8438,8439
11930,Ionactis,,genus,8436,8437
11931,Aureolaria,,genus,11208,11209
11932,Boltonia,,genus,8434,8435
11933,Brachyelytrum,,genus,30863,30864
11934,Calamovilfa,,genus,30861,30862
11935,Callirhoe,,genus,21024,21025
11936,Calycanthus,,genus,37699,37700
11937,Caulophyllum,,genus,1987,1988
11938,Cercidiphyllum,,genus,19375,19376
11939,Chelone,,genus,13350,13351
11940,Leucospora,,genus,13348,13349
11941,Capnoides,,genus,2239,2240
11942,Ampelamus,,genus,15324,15325
11943,Dasistoma,,genus,11206,11207
11944,Didiplis,,genus,23764,23765
11945,Diervilla,,genus,6352,6353
11946,Dirca,,genus,20742,20743
11947,Dulichium,,genus,32233,32234
11948,Ellisia,,genus,14692,14693
11949,Enemion,,genus,1877,1878
11950,Epifagus,,genus,11204,11205
11951,Epigaea,,genus,18026,18027
11952,Erigenia,,genus,5652,5653
11953,Eutrochium,,genus,8432,8433
11954,Floerkea,,genus,20550,20551
11955,Galearis,,genus,35379,35380
11956,Hamamelis,,genus,19401,19402
11957,Hydrastis,,genus,1875,1876
11958,Iliamna,,genus,21022,21023
11959,Iodanthus,,genus,19918,19919
11960,Isotria,,genus,35377,35378
11961,Jeffersonia,,genus,1985,1986
11962,Leitneria,,genus,21628,21629
11963,Medeola,,genus,36617,36618
11964,Napaea,,genus,21020,21021
11965,Nemopanthus,,genus,11040,11041
11966,Onosmodium,,genus,14690,14691
11967,Perideridia,,genus,5650,5651
11968,Podophyllum,,genus,1983,1984
11969,Polymnia,,genus,8430,8431
11970,Polytaenia,,genus,5648,5649
11971,Orbexilum,,genus,28622,28623
11972,Pycnanthemum,,genus,11584,11585
11973,Rhodotypos,,genus,27448,27449
11974,Sanguinaria,,genus,2237,2238
11975,Scolochloa,,genus,30859,30860
11976,Shepherdia,,genus,27268,27269
11977,Planodes,,genus,19916,19917
11978,Stenosiphon,,genus,23706,23707
11979,Stylophorum,,genus,2235,2236
11980,Taenidia,,genus,5646,5647
11981,Thaspium,,genus,5644,5645
11982,Tipularia,,genus,35375,35376
11983,Triantha,,genus,37097,37098
11984,Triosteum,,genus,6350,6351
11985,Uvularia,,genus,36679,36680
11986,Zizia,,genus,5642,5643
11987,Apacheria,,genus,22750,22751
11988,Arida,,genus,8428,8429
11989,Baileya,,genus,8426,8427
11990,Berlandiera,,genus,8424,8425
11991,Blepharoneuron,,genus,30857,30858
11992,Bommeria,,genus,898,899
11993,Brickelliastrum,,genus,8422,8423
11994,Carphochaete,,genus,8420,8421
11995,Fendlerella,,genus,19036,19037
11996,Heliomeris,,genus,8418,8419
11997,Hexalectris,,genus,35373,35374
11998,Hymenothrix,,genus,8416,8417
11999,Hesperidanthus,,genus,19914,19915
12000,Wislizenia,,genus,20384,20385
12001,Zaluzania,,genus,8414,8415
12002,Acamptopappus,,genus,8412,8413
12003,Asanthus,,genus,8410,8411
12004,Basistelma,,genus,15322,15323
12005,Calycoseris,,genus,8408,8409
12006,Canotia,,genus,26170,26171
12007,Cottsia,,genus,25246,25247
12008,Dermatophyllum,,genus,28620,28621
12009,Diaperia,,genus,8406,8407
12010,Glossopetalon,,genus,22748,22749
12011,Guardiola,,genus,8404,8405
12012,Halimolobos,,genus,19912,19913
12013,Hopia,,genus,30855,30856
12014,Jamesia,,genus,19034,19035
12015,Hosackia,,genus,28618,28619
12016,Mimetanthe,,genus,13102,13103
12017,Myriopteris,,genus,896,897
12018,Oreochrysum,,genus,8402,8403
12019,Parthenice,,genus,8400,8401
12020,Pherotrichis,,genus,15320,15321
12021,Plagiochasma,,genus,42277,42278
12022,Plectritis,,genus,6348,6349
12023,Psathyrostachys,,genus,30853,30854
12024,Reboulia,,genus,42275,42276
12025,Sicyosperma,,genus,26482,26483
12026,Steviopsis,,genus,8398,8399
12027,Tumamoca,,genus,26480,26481
12028,Vauquelinia,,genus,27446,27447
12029,Xanthocephalum,,genus,8396,8397
12030,Amphipappus,,genus,8394,8395
12031,Anulocaulis,,genus,2995,2996
12032,Arctomecon,,genus,2233,2234
12033,Atrichoseris,,genus,8392,8393
12034,Chylismiella,,genus,23704,23705
12035,Caulanthus,,genus,19910,19911
12036,Centrostegia,,genus,4347,4348
12037,Chamaebatiaria,,genus,27444,27445
12038,Herrickia,,genus,8390,8391
12039,Ivesia,,genus,27442,27443
12040,Kelloggia,,genus,16868,16869
12041,Langloisia,,genus,18856,18857
12042,Lewisia,,genus,2907,2908
12043,Loeseliastrum,,genus,18854,18855
12044,Pediocactus,,genus,2609,2610
12045,Peteria,,genus,28616,28617
12046,Petrophytum,,genus,27440,27441
12047,Prenanthella,,genus,8388,8389
12048,Psathyrotes,,genus,8386,8387
12049,Psoralidium,,genus,28614,28615
12050,Wyethia,,genus,8384,8385
12051,Hesperoyucca,,genus,33691,33692
12052,Neokochia,,genus,3631,3632
12053,Picradeniopsis,,genus,8382,8383
12054,Quincula,,genus,14140,14141
12055,Glyptopleura,,genus,8380,8381
12056,Sphinctospermum,,genus,28612,28613
12057,Eriodictyon,,genus,14688,14689
12058,Fremontodendron,,genus,21018,21019
12059,Mabrya,,genus,13346,13347
12060,Monoptilon,,genus,8378,8379
12061,Clappia,,genus,8376,8377
12062,Cyphomeris,,genus,2993,2994
12063,Dicranocarpus,,genus,8374,8375
12064,Engelmannia,,genus,8372,8373
12065,Nerisyrenia,,genus,19908,19909
12066,Pseudoclappia,,genus,8370,8371
12067,Sartwellia,,genus,8368,8369
12068,Balsamorhiza,,genus,8366,8367
12069,Hesperochiron,,genus,14686,14687
12070,Leucocrinum,,genus,33689,33690
12071,Linanthastrum,,genus,18852,18853
12072,Orogenia,,genus,5640,5641
12073,Pachystima,,genus,26168,26169
12074,Peraphyllum,,genus,27438,27439
12075,Sphaeromeria,,genus,8364,8365
12076,Tricardia,,genus,14684,14685
12077,Cleomella,,genus,20382,20383
12078,Cycladenia,,genus,15318,15319
12079,Musineon,,genus,5638,5639
12080,Nothocalais,,genus,8362,8363
12081,Orophaca,,genus,28610,28611
12082,Pseudoroegneria,,genus,30851,30852
12083,Aletes,,genus,5636,5637
12084,Sotoa,,genus,35371,35372
12085,Amblyolepis,,genus,8360,8361
12086,Amphiachyris,,genus,8358,8359
12087,Flyriella,,genus,8356,8357
12088,Haploesthes,,genus,8354,8355
12089,Nicolletia,,genus,8352,8353
12090,Psathyrotopsis,,genus,8350,8351
12091,Selenia,,genus,19906,19907
12092,Synthlipsis,,genus,19904,19905
12093,Talinopsis,,genus,2811,2812
12094,Glandulicactus,,genus,2607,2608
12095,Brongniartia,,genus,28608,28609
12096,Epixiphium,,genus,13344,13345
12097,Phyllanthopsis,,genus,23944,23945
12098,Batesimalva,,genus,21016,21017
12099,Allolepis,,genus,30849,30850
12100,Adolphia,,genus,27162,27163
12101,Holacantha,,genus,21626,21627
12102,Nectouxia,,genus,14138,14139
12103,Breea,,genus,8348,8349
12104,Chamaechaenactis,,genus,8346,8347
12105,Oreocarya,,genus,14682,14683
12106,Anotites,,genus,4059,4060
12107,Acrolasia,,genus,18982,18983
12108,Forsellesia,,genus,22746,22747
12109,Distegia,,genus,8344,8345
12110,Aphyllon,,genus,11202,11203
12111,Adenolinum,,genus,24118,24119
12112,Cyrtorhyncha,,genus,1873,1874
12113,Padus,,genus,27436,27437
12114,Negundo,,genus,22190,22191
12115,Amerosedum,,genus,19187,19188
12116,Ciliaria,,genus,19309,19310
12117,Sullivantia,,genus,19307,19308
12118,Pleiacanthus,,genus,8342,8343
12119,Synthyris,,genus,13342,13343
12120,Oreoxis,,genus,5634,5635
12121,Syntrichopappus,,genus,8340,8341
12122,Stenogonum,,genus,4345,4346
12123,Orontium,,genus,37231,37232
12124,Carphephorus,,genus,8338,8339
12125,Chrysogonum,,genus,8336,8337
12126,Pappobolus,,genus,8334,8335
12127,Sericocarpus,,genus,8332,8333
12128,Decumaria,,genus,19032,19033
12129,Eubotrys,,genus,18024,18025
12130,Halesia,,genus,18264,18265
12131,Glottidium,,genus,28606,28607
12132,Thyrsanthella,,genus,15316,15317
12133,Collinsonia,,genus,11582,11583
12134,Macbridea,,genus,11580,11581
12135,Amianthium,,genus,36749,36750
12136,Chamaelirium,,genus,36747,36748
12137,Xanthorhiza,,genus,1871,1872
12138,Planera,,genus,27100,27101
12139,Stylisma,,genus,14378,14379
12140,Fontinalis,,genus,40303,40304
12141,Spirea,,genus,27434,27435
12142,Sphenosciadium,,genus,5632,5633
12143,Oplopanax,,genus,6176,6177
12144,Piperia,,genus,35369,35370
12145,Eucephalus,,genus,8330,8331
12146,Canadanthus,,genus,8328,8329
12147,Hemizonella,,genus,8326,8327
12148,Hulsea,,genus,8324,8325
12149,Kyhosia,,genus,8322,8323
12150,Raillardella,,genus,8320,8321
12151,Heterocodon,,genus,10892,10893
12152,Phoenicaulis,,genus,19902,19903
12153,Erocallis,,genus,2905,2906
12154,Pachistima,,genus,26166,26167
12155,Allotropa,,genus,18022,18023
12156,Hemitomes,,genus,18020,18021
12157,Newberrya,,genus,18018,18019
12158,Pleuricospora,,genus,18016,18017
12159,Chrysolepis,,genus,26780,26781
12160,Xerophyllum,,genus,36745,36746
12161,Cogswellia,,genus,5630,5631
12162,Agrohordeum,,genus,30847,30848
12163,Graphephorum,,genus,30845,30846
12164,Achlys,,genus,1981,1982
12165,Vancouveria,,genus,1979,1980
12166,Horkelia,,genus,27432,27433
12167,Boykinia,,genus,19305,19306
12168,Leucophysalis,,genus,14136,14137
12169,Obolaria,,genus,16130,16131
12170,Saltugilia,,genus,18850,18851
12171,Pleuraphis,,genus,30843,30844
12172,Muilla,,genus,33687,33688
12173,Hesperaloe,,genus,33685,33686
12174,Hesperocallis,,genus,33683,33684
12175,Anisocoma,,genus,8318,8319
12176,Chaetadelpha,,genus,8316,8317
12177,Cuniculotinus,,genus,8314,8315
12178,Geraea,,genus,8312,8313
12179,Tonestus,,genus,8310,8311
12180,Hecastocleis,,genus,8308,8309
12181,Laphamia,,genus,8306,8307
12182,Oreostemma,,genus,8304,8305
12183,Pentachaeta,,genus,8302,8303
12184,Pholisma,,genus,14680,14681
12185,Caulostramina,,genus,19900,19901
12186,Oxystylis,,genus,20380,20381
12187,Scopulophila,,genus,4057,4058
12188,Dedeckera,,genus,4343,4344
12189,Johanneshowellia,,genus,4341,4342
12190,Gilmania,,genus,4339,4340
12191,Holmgrenanthe,,genus,13340,13341
12192,Rhodochiton,,genus,13338,13339
12193,Tetracoccus,,genus,24050,24051
12194,Sphaerostigma,,genus,23702,23703
12195,Tetrapteron,,genus,23700,23701
12196,Stiporyzopsis,,genus,30841,30842
12197,Swallenia,,genus,30839,30840
12198,Canbya,,genus,2231,2232
12199,Cowania,,genus,27430,27431
12200,Grossularia,,genus,19353,19354
12201,Oryctes,,genus,14134,14135
12202,Podistera,,genus,5628,5629
12203,Hulteniella,,genus,8300,8301
12204,Transberingia,,genus,19898,19899
12205,Menziesia,,genus,18014,18015
12206,Geocaulon,,genus,4757,4758
12207,Schoenolirion,,genus,33681,33682
12208,Ampelaster,,genus,8298,8299
12209,Nephrophyllidium,,genus,10742,10743
12210,Humularia,,genus,28604,28605
12211,Arcteranthis,,genus,1869,1870
12212,Lysichitum,,genus,37229,37230
12213,Conimitella,,genus,19303,19304
12214,Suksdorfia,,genus,19301,19302
12215,Pteryxia,,genus,5626,5627
12216,Porterella,,genus,10890,10891
