entity_ID,geo_entity,suit_geo,entity_class,entity_type,TDWG_lvl3_ID,country
135,Graciosa,1,Island,,,0
136,São Jorge,1,Island,,,0
137,Terceira,1,Island,,,0
138,São Miguel,1,Island,,,0
139,Santa Maria,1,Island,,,0
140,San Miguel,1,Island,,,0
141,Santa Rosa,1,Island,,,0
142,"Santa Cruz, Channel Islands",1,Island,,,0
143,Anacapa,1,Island,,,0
144,"Santa Barbara, Channel Islands",1,Island,,,0
145,El Hierro,1,Island,,,0
146,La Palma,1,Island,,,0
147,La Gomera,1,Island,,,0
148,Tenerife,1,Island,,,0
149,Gran Canaria,1,Island,,,0
150,Fuerteventura,1,Island,,,0
151,Lanzarote,1,Island,,,0
152,West Falkland,1,Island,,,0
153,East Falkland,1,Island,,,0
154,Darwin,1,Island,,,0
155,Española,1,Island,,,0
156,Fernandina,1,Island,,,0
157,Floreana,1,Island,,,0
158,Genovesa,1,Island,,,0
159,Isabela,1,Island,,,0
160,Marchena,1,Island,,,0
161,Pinta,1,Island,,,0
162,Pinzón,1,Island,,,0
163,San Cristóbal,1,Island,,,0
164,"Santa Cruz, Galapagos",1,Island,,,0
165,Santa Fé,1,Island,,,0
166,"Santiago, Galapagos",1,Island,,,0
167,Wolf,1,Island,,,0
168,Elizabeth Bay Islands,1,Island,,,0
169,French Frigate Shoals (incl. Tern and other islands),1,Island,,,0
170,Gardner Pinnacles,1,Island,,,0
171,Hawai'i Island,1,Island,,,0
172,Kaua'i Island,1,Island,,,0
173,Kaho'olawe Island,1,Island,,,0
174,Ka'ula Island,1,Island,,,0
175,Kure Atoll (incl. Sand and Green Islands),1,Island,,,0
176,Lana'i Island,1,Island,,,0
177,Laysan Island,1,Island,,,0
178,Lehua Island,1,Island,,,0
179,Lisianski Island,1,Island,,,0
180,Maui Island,1,Island,,,0
181,Midway Atoll (incl. Sand and Eastern Islands),1,Island,,,0
182,Molokini Island,0,Island,,,0
183,Moloka'i Island,1,Island,,,0
184,Nihoa Island,1,Island,,,0
185,Necker Island,1,Island,,,0
186,Ni'ihau Island,1,Island,,,0
187,O'ahu Island (incl. Mokoli'i Islet),1,Island,,,0
188,Pearl and Hermes Atoll,1,Island,,,0
189,Iceland,1,Island,,ICE,1
190,Ilha dos Franceses,0,Island,,,0
191,Flinders Island,1,Island,,,0
192,East Waldegrave Island,1,Island,,,0
193,West Waldegrave Island,1,Island,,,0
194,Topgallant Island,1,Island,,,0
195,Ward Island,1,Island,,,0
196,South Ward Island,1,Island,,,1
197,Pearson Island,1,Island,,,0
198,North Veteran Island,1,Island,,,0
199,Dorothee Island,1,Island,,,0
200,Ireland incl. North Ireland,1,Island,,IRE,0
201,Kangaroo Island,1,Island,,,0
202,La Réunion,1,Island,,REU,1
203,Eiao,1,Island,,,0
204,Fatu Hiva,1,Island,,,0
205,Fatu Huku,1,Island,,,0
206,Hatutaa,1,Island,,,0
207,Hiva Oa,1,Island,,,0
208,Mohotani,1,Island,,,0
209,Hatu Iti (Motu Iti),1,Island,,,0
210,Motu One,0,Island,,,0
211,Nuku Hiva,1,Island,,,0
212,Tahuata,1,Island,,,0
213,Ua Huka,1,Island,,,0
214,Ua Pou,1,Island,,,0
215,New Zealand,1,Island,,,1
216,Pitcairn,1,Island,,,0
217,Henderson,1,Island,,,0
218,Oeno,1,Island,,,0
219,Ducie,1,Island,,,0
220,Rongelap Atoll,1,Island,,,0
221,Ailinginae Atoll,1,Island,,,0
222,Arbar,0,Island,,,0
223,Bokanrokut,0,Island,,,0
224,Enealo,0,Island,,,0
225,Looj,0,Island,,,0
226,Rongelap Island,0,Island,,,0
227,Tufa,0,Island,,,0
228,Eneaetok,0,Island,,,0
229,Lukotoke,0,Island,,,0
230,Bokjelto,0,Island,,,0
231,Takeshima,1,Island,,,0
232,Ioujima,1,Island,,,0
233,Kuroshima,1,Island,,,0
234,Tanegashima,1,Island,,,0
235,Yakushima,1,Island,,,0
236,Kuchinoerabujima,1,Island,,,0
237,Kuchinoshima,1,Island,,,0
238,Nakanoshima,1,Island,,,0
239,Gajajima,1,Island,,,0
240,Tairajima,1,Island,,,0
241,Suwanosejima,1,Island,,,0
242,Akusekijima,1,Island,,,0
243,Kodakarajima,1,Island,,,0
244,Takarajima,1,Island,,,0
245,Yokoatejima,1,Island,,,0
246,Amamioshima,1,Island,,,0
247,Kikaijima,1,Island,,,0
248,Tokunoshima,1,Island,,,0
249,Okinoerabujima,1,Island,,,0
250,Yoronjima,1,Island,,,0
251,Okinawajima,1,Island,,,0
252,Kumejima,1,Island,,,0
253,Miyakojima,1,Island,,,0
254,Ishigakijima,1,Island,,,0
255,Iriomotejima,1,Island,,,0
256,Yonagunijima,1,Island,,,0
257,Bjornoya,1,Island,,,0
258,Sorkappoya,1,Island,,,0
259,Hopen,1,Island,,,0
260,Edgeoya,1,Island,,,0
261,Barentsoya,1,Island,,,0
262,Svenskoya,1,Island,,,0
263,Prins Karls Forland,1,Island,,,0
264,Kongeoya,1,Island,,,0
265,Danskoya,1,Island,,,0
266,Amsterdamoya,1,Island,,,0
267,Moffen,1,Island,,,0
268,Spitsbergen,1,Island,,,0
269,Storoya,1,Island,,,0
270,Island in Lady Franklinfjord,1,Island,,,0
271,Kvitoya,1,Island,,,0
272,Lagoya,1,Island,,,0
273,Nordaustlandet,1,Island,,,0
274,Sjuoyane South Island,1,Island,,,0
275,Karl XII-oya,1,Island,,,0
276,Sjuoyane North Island,1,Island,,,0
277,Aldabra,1,Island,,,0
278,Assumption,1,Island,,,0
279,Cosmoledo,1,Island,,,0
280,Astove,1,Island,,,0
281,St Pierre,1,Island,,,0
282,Providence,1,Island,,,0
283,Farquhar,1,Island,,,0
284,Agalega,1,Island,,,0
285,Cargardos Carajos,1,Island,,,0
286,African Banks,1,Island,,,0
287,Remire,1,Island,,,0
288,Desroches,1,Island,,,0
289,Coetivy,1,Island,,,0
290,Darros,1,Island,,,0
291,Lesser Antilles,1,Island,,,0
292,Virgin Islands,1,Island,,,0
293,Anegada,1,Island,,,0
294,Anguilla,1,Island,,,1
295,Antigua,1,Island,,,0
296,Bahama Archipelago,1,Island,,BAH,1
297,Barbados,1,Island,,,1
298,Barbuda,1,Island,,,0
299,Beata,1,Island,,,0
300,Caja de Muertos,1,Island,,,0
301,Cayman Islands,1,Island,,CAY,1
302,Cayo Santiago,1,Island,,,0
303,Cuba,1,Island,,CUB,1
304,Culebra,1,Island,,,0
305,Culebrita,0,Island,,,0
306,Desecheo,1,Island,,,0
307,Dominica,1,Island,,,1
308,Gonave,1,Island,,,0
309,Grande Cayemite,0,Island,,,0
310,Grenada,1,Island,,,0
311,Guadeloupe,1,Island,,,0
312,Guana Island,1,Island,,,0
313,Hispaniola,1,Island,,,0
314,Icacos,1,Island,,,0
315,Jamaica,1,Island,,JAM,1
316,Jost van Dyke,1,Island,,,0
317,Magueyes,1,Island,,,0
318,Maria Galante,1,Island,,,0
319,Martinique,1,Island,,,1
320,Mona,1,Island,,,0
321,Monito,1,Island,,,0
322,"Monserrat, Lesser Antilles",1,Island,,,1
323,Navassa,1,Island,,,0
324,Nevis,1,Island,,,0
325,Palomino,1,Island,,,0
326,Puerto Rico,1,Island,,PUE,1
327,Saba,1,Island,,,0
328,Saona,0,Island,,,0
329,St. Barthelemy,1,Island,,,1
330,St. Croix,1,Island,,,0
331,St. Eustatius,1,Island,,,0
332,St. John,1,Island,,,0
333,St. Kitts,1,Island,,,0
334,St. Lucia,1,Island,,,1
335,St. Martin,1,Island,,,1
336,St. Thomas,1,Island,,,0
337,St. Vincent,1,Island,,,0
338,The Grenadines,1,Island,,,0
339,Tortola,1,Island,,,0
340,Tortue,1,Island,,,0
341,Vache,0,Island,,,0
342,Vieques,1,Island,,,0
343,Virgin Gorda,1,Island,,,0
344,Hainan,1,Island,,CHH,0
345,Hong Kong (State),1,Mainland,,,1
346,Macao (State),1,Mainland,,,0
347,Taiwan,1,Island,,TAI,1
348,Socorro,1,Island,,,0
349,San Benedicto,1,Island,,,0
350,Clarion,1,Island,,,0
351,Guadalupe Island (Mexico),1,Island,,,0
352,Antipodes Islands,1,Island,,,0
353,Bounty Islands,1,Island,,,0
354,Tabueran,1,Island,,,0
355,Namonuito and Hall Islands,1,Island,,,0
356,Gough Island,1,Island,,,0
357,Soqotra,1,Island,,SOC,0
358,Caroline Atoll,1,Island,,,0
359,Niue,1,Island,,NUE,1
360,Kapingamarangi Atoll,1,Island,,,0
361,Cocos Island (Costa Rica),1,Island,,,0
362,Kermadec Islands,1,Island,,KER,0
363,Principe,1,Island,,,0
364,Sao Tomé,1,Island,,,0
365,Annobon,1,Island,,,0
366,Prince Edward Island,1,Island,,,0
367,Marion Island,1,Island,,,0
368,Rarotonga,1,Island,,,0
369,St. Helena,1,Island,,STH,0
370,Ascension,1,Island,,ASC,0
371,Palau,1,Island,,,1
372,Gambier Islands,1,Island,,,0
373,Tonga,1,Island,,TON,1
374,Johnston Island,1,Island,,,0
375,Wake Island,1,Island,,WAK,0
376,Aruba,1,Island,,ARU,1
377,Bonaire,1,Island,,,0
378,Curacao,1,Island,,,1
379,Aitutaki,1,Island,,,0
380,Atiu,1,Island,,,0
381,Mangaia,1,Island,,,0
382,Manihiki,1,Island,,,0
383,Manuae,1,Island,,,0
384,Mauke,1,Island,,,0
385,Mitiaro,1,Island,,,0
386,Nassau,1,Island,,,0
387,Palmerston,1,Island,,,0
388,Rakahanga,1,Island,,,0
389,Pukapuka Cook,1,Island,,,0
390,Suwarrow,1,Island,,,0
391,Takutea,1,Island,,,0
392,Penrhyn (Tongareva),1,Island,,,0
393,Juan Fernandez Islands,0,Island,,JNF,0
394,Tristan da Cunha,1,Island,,,0
395,Inaccessible Island,1,Island,,,0
396,Nightingale,1,Island,,,0
397,South Georgia,1,Island,,SGE,0
398,Iles Crozet,1,Island,,CRZ,0
399,Iles Kerguelen,1,Island,,KEG,0
400,McDonald Islands,1,Island,,,0
401,Heard Island,1,Island,,,0
402,Jan Mayen,1,Island,,,0
404,Trindade and Martin Vaz,1,Island,,,0
405,Urup,1,Island,,,0
406,Shimushir,1,Island,,,0
407,Ketoi,1,Island,,,0
408,Ushishir,1,Island,,,0
409,Rashuwa,1,Island,,,0
410,Matuwa,1,Island,,,0
411,Majuro Atoll,1,Island,,,0
412,Great Barrier Island,1,Island,,,0
413,Chirpoi,1,Island,,,0
414,Madeira,1,Island,,,0
415,Desertas,1,Island,,,0
416,Porto Santo,1,Island,,,0
417,Savage Islands,1,Island,,SEL,0
418,Santo Antao,1,Island,,,0
419,Sao Vicente,1,Island,,,0
420,Santa Luzia (incl. Ilheu Branco and Ilheu Raso),1,Island,,,0
421,Sao Nicolau,1,Island,,,0
422,Sal,1,Island,,,0
423,Boavista,1,Island,,,0
424,Maio,1,Island,,,0
425,"Santiago, Cape Verde",1,Island,,,0
426,Fogo,1,Island,,,0
427,Brava,1,Island,,,0
428,Bermuda,1,Island,,BER,1
429,Santa Luzia,1,Island,,,0
430,Branco,1,Island,,,0
431,Raso,1,Island,,,0
432,Sable Island,1,Island,,,0
433,Newfoundland,1,Island,,NFL,0
434,Guarita,1,Island,,,0
435,"Santa Barbara, Abrolhos",1,Island,,,0
436,Sueste,1,Island,,,0
437,Redonda,1,Island,,,0
438,Siriba,1,Island,,,0
439,Agakauitai,0,Island,,,0
440,Ahe,0,Island,,,0
441,Ahunui,0,Island,,,0
442,Akamaru,0,Island,,,0
443,Akiaki,0,Island,,,0
444,Anaa,0,Island,,,0
446,Apataki,0,Island,,,0
447,Aratika,0,Island,,,0
448,Arutua,0,Island,,,0
449,Aukena,0,Island,,,0
450,"Bellingshausen, French Polynesia",0,Island,,,0
451,Bora Bora,1,Island,,,0
452,Faaite,0,Island,,,0
453,Fakahina,0,Island,,,0
454,Fakarava,0,Island,,,0
455,Fangatau,0,Island,,,0
456,Fangataufa,0,Island,,,0
457,Hao,0,Island,,,0
458,Hereheretue,0,Island,,,0
459,Hiti,0,Island,,,0
460,Huahine,1,Island,,,0
461,Kamaka,0,Island,,,0
462,Katiu,0,Island,,,0
463,Kauehi,0,Island,,,0
464,Kaukura,0,Island,,,0
465,Maiao,1,Island,,,0
466,Makaroa,0,Island,,,0
467,Makatea,0,Island,,,0
468,Makemo,0,Island,,,0
469,Mangareva,0,Island,,,0
470,Manihi,0,Island,,,0
471,Maria,0,Island,,,0
472,Maria Australes,0,Island,,,0
473,Marotiri,0,Island,,,0
474,Marotiri Nui,0,Island,,,0
475,Marutea Nord,0,Island,,,0
476,Marutea Sud,0,Island,,,0
477,Mataiva,0,Island,,,0
478,Matureivavao,0,Island,,,0
479,Maupiti,1,Island,,,0
480,Mehetia,1,Island,,,0
481,Moorea,1,Island,,,0
482,Mopelia,1,Island,,,0
483,Morane,0,Island,,,0
484,Moruroa,0,Island,,,0
485,Motutunga,0,Island,,,0
486,Napuka,0,Island,,,0
487,Nengonengo,0,Island,,,0
488,Niau,0,Island,,,0
489,Nukutavake,0,Island,,,0
490,Nukutipipi,1,Island,,,0
491,Paraoa,0,Island,,,0
492,Pinaki,0,Island,,,0
493,Pukapuka Tuamotu,0,Island,,,0
494,Raiatea,1,Island,,,0
495,Raivavae,0,Island,,,0
496,Rangiroa,1,Island,,,0
497,Rapa,0,Island,,,0
498,Raraka,0,Island,,,0
499,Raroia,1,Island,,,0
500,Reao,0,Island,,,0
501,Rimatara,0,Island,,,0
502,Rurutu,0,Island,,,0
503,Scilly,1,Island,,,0
504,Taenga,0,Island,,,0
505,Tahaa,1,Island,,,0
506,Tahanea,0,Island,,,0
507,Tahiti,1,Island,,,0
508,Taiaro,0,Island,,,0
509,Takapoto,1,Island,,,0
510,Takaroa,0,Island,,,0
511,Takume,0,Island,,,0
512,Tarauru-Roa,0,Island,,,0
513,Taravai,0,Island,,,0
514,Tatakoto,0,Island,,,0
515,Tauna,0,Island,,,0
516,Tekava,0,Island,,,0
517,Temoe,0,Island,,,0
518,Tenararo,0,Island,,,0
519,Tenarunga,0,Island,,,0
520,Tepoto Nord,0,Island,,,0
521,Tetiaroa,1,Island,,,0
522,Tikehau,0,Island,,,0
523,Tikei,0,Island,,,0
524,Toau,0,Island,,,0
525,Totegegie,0,Island,,,0
526,Tuanake,0,Island,,,0
527,Tubuai,0,Island,,,0
528,Tupai,1,Island,,,0
529,Tureia,0,Island,,,0
530,Vahanga,0,Island,,,0
531,Vahitahi,0,Island,,,0
532,Vaiatekeue,0,Island,,,0
533,Vanavana,0,Island,,,0
534,Zavodovski,1,Island,,,0
535,Leskov,1,Island,,,0
536,Visokoi,1,Island,,,0
537,Candlemas,1,Island,,,0
538,Vindication,1,Island,,,0
539,Saunders,1,Island,,,0
540,Montagu,1,Island,,,0
541,Bristol,1,Island,,,0
542,"Bellingshausen, South Sandwich Islands",1,Island,,,0
543,Cook,1,Island,,,0
544,Thule,1,Island,,,0
545,Alboran,1,Island,,,0
546,Singapore,1,Island,,,1
547,Cabrera,1,Island,,,0
548,Dragonera,1,Island,,,0
549,Formentera,1,Island,,,0
550,Ibiza,1,Island,,,0
551,Mallorca,1,Island,,,0
552,Menorca,1,Island,,,0
553,Auckland Islands,1,Island,,,0
554,Kent Island,1,Island,,,0
555,Unalaska,1,Island,,,0
557,Magnetic Island,1,Island,,,0
558,Masatierra,1,Island,,,0
559,Masafuera,1,Island,,,0
560,Santa Clara,1,Island,,,0
561,Nuutele,1,Island,,,0
562,Nuulua,1,Island,,,0
563,Namua,1,Island,,,0
564,Fanuatapu,1,Island,,,0
565,American Samoa,0,Island,,,1
566,Tutuila,1,Island,,,0
567,Aunuu,1,Island,,,0
568,Ofu,1,Island,,,0
569,Olosega,1,Island,,,0
570,Tau,1,Island,,,0
571,Swains,1,Island,,,0
572,Rose,1,Island,,,0
573,North Andaman Islands,0,Island,,,0
574,Clipperton Island,1,Island,,,0
575,Diego Garcia,1,Island,,,0
576,Chirinkotan,1,Island,,,0
577,Gilbert Islands,0,Island,,GIL,0
578,Wallis and Futuna,0,Island,,WAL,1
579,Anuchina,1,Island,,,0
580,Iuriy,1,Island,,,0
581,Polonskogo,1,Island,,,0
582,Tanfilyeva,1,Island,,,0
583,Zelenyj,1,Island,,,0
584,Demina,1,Island,,,0
585,Storozhevoy,1,Island,,,0
586,Ischia,1,Island,,,0
587,Tasmania,1,Island,,TAS,0
588,Macarios Island,1,Island,,,0
589,Campionna Island,1,Island,,,0
590,Reulino Island,1,Island,,,0
591,Figarolo,1,Island,,,0
592,Molara,1,Island,,,0
593,Kharimkotan,1,Island,,,0
594,Kiritimati,1,Island,,,0
595,Kunashir,1,Island,,,0
596,Shikotan,1,Island,,,0
597,Iturup,1,Island,,,0
598,Paramushir,1,Island,,,0
599,Shumushu,1,Island,,,0
600,Atlasov,1,Island,,,0
601,Nayau,0,Island,,,0
602,Lakeba,0,Island,,,0
603,Aiwa,0,Island,,,0
604,Nauru,1,Island,,NRU,1
605,Raikoke,1,Island,,,0
606,Rotuma,1,Island,,,0
607,Bird,1,Island,,,0
608,Conception,1,Island,,,0
609,Cousin,1,Island,,,0
610,Curieuse,1,Island,,,0
611,Denis,1,Island,,,0
612,Felicite,1,Island,,,0
613,Grande Soeur,1,Island,,,0
614,Marianne,1,Island,,,0
615,"North Island, Seychelles",1,Island,,,0
616,Therese,1,Island,,,0
617,St Francis Island,1,Island,,,0
618,Smooth Island,1,Island,,,0
619,Egg Island,1,Island,,,0
620,Dog Island,1,Island,,,0
621,Freeling Island,1,Island,,,0
622,West Island,1,Island,,,0
623,Masillon Island,1,Island,,,0
624,Fenelon Island,1,Island,,,0
625,Hart Island,1,Island,,,0
626,Signy,1,Island,,,0
627,Chatham Islands,1,Island,,CTM,0
628,Great Gull Island,1,Island,,,0
629,Fisherman Island,1,Island,,,0
630,North Carolinas Outer Banks,1,Island,,,0
631,Turtle Island,1,Island,,,0
632,South Stradbroke Island,1,Island,,,0
633,Cousine,1,Island,,,0
634,Prasonisi,1,Island,,,0
635,Antidragonera,1,Island,,,0
636,Megali Dragonera,1,Island,,,0
637,Kapelo,1,Island,,,0
638,Avgo,1,Island,,,0
639,Megalo Strongilo,1,Island,,,0
640,Lidia,1,Island,,,0
641,Motumahanga,1,Island,,,0
642,Moturoa,1,Island,,,0
643,Whareumu,1,Island,,,0
644,Motuotamatea,1,Island,,,0
645,Pararaki,1,Island,,,0
646,Mataora,1,Island,,,0
647,Andros,0,Island,,,0
648,Aorangi,1,Island,,,0
649,Huggins Island,1,Island,,,0
650,Assateague Island,1,Island,,,0
651,"Long Island, New Guinea",1,Island,,,0
652,Espiritu Santo,1,Island,,,0
653,Makaro Island,1,Island,,,0
654,Taputeranga Island,1,Island,,,0
655,Matui Island,1,Island,,,0
656,Mokopuna Island,1,Island,,,0
659,Komodo National Park,1,Island,,,0
660,Little Talbot Island,1,Island,,,0
661,Fire Island,1,Island,,,0
662,Eagle Island,1,Island,,,0
663,Burgess Island,1,Island,,,0
664,Trig Island,1,Island,,,0
665,Lizard Island,1,Island,,,0
666,Fanal Island,1,Island,,,0
667,Hokoromea Island,1,Island,,,0
668,Motupapa Island,1,Island,,,0
669,"Island 2, Mokohinau Islands",1,Island,,,0
670,New Zealand Botanical Region,0,Island,,,0
671,Hauturu,1,Island,,,0
672,British Isles,0,Island,,,0
673,St. Catherines Island,1,Island,,,0
674,Robins Island,1,Island,,,0
675,Gyali Island,1,Island,,,0
676,Bonin Islands,1,Island,,OGA,0
677,Great Britain,1,Island,,GRB,0
678,Buldir,1,Island,,,0
679,Northern Mariannas,1,Island,,,0
680,Pagan,1,Island,,,0
681,Wadden Sea Islands Netherlands,0,Island,,,0
682,Wadden Sea Islands Lower Saxony,0,Island,,,0
683,Wadden Sea Islands Schleswig-Holstein,0,Island,,,0
684,Wadden Sea Islands Denmark,0,Island,,,0
685,Hirta,1,Island,,,0
686,North Rona,1,Island,,,0
687,Eua,0,Island,,,0
688,Vavau,0,Island,,,0
689,Tongatapu,0,Island,,,0
690,Big Pelican Cay,1,Island,,,0
691,Vostok,1,Island,,,0
692,Satawal,1,Island,,,0
693,Heron Island,1,Island,,,0
694,Turneffe Islands,1,Island,,,0
695,Lighthouse Reef,1,Island,,,0
696,Glovers Reef,1,Island,,,0
697,Barrier Reef Cays,1,Island,,,0
698,Lagoon Cays,1,Island,,,0
699,Namoluk,1,Island,,,0
700,Little Cayman,1,Island,,,0
702,Lady Musgrave Island,1,Island,,,0
703,Bushy Island,1,Island,,,0
704,Redbill Island,1,Island,,,0
705,Palmyra,1,Island,,,0
706,Teraina,1,Island,,,0
707,Pingelap,1,Island,,,0
708,Eniwetok,1,Island,,,0
709,Romonum,1,Island,,,0
710,Nasoata,1,Island,,,0
711,Thera,1,Island,,,0
712,Therasia,1,Island,,,0
713,Nea Kaimeni,1,Island,,,0
714,Palaea Kaimeni,1,Island,,,0
715,Christiani,1,Island,,,0
716,Askani,1,Island,,,0
717,Guernsey,1,Island,,,0
718,Alderney,1,Island,,,0
719,Sark,1,Island,,,0
720,Herm,1,Island,,,0
721,Jethou,1,Island,,,0
722,Lihou,1,Island,,,0
723,Crevichon,1,Island,,,0
724,Burhou,1,Island,,,0
725,Jersey,1,Island,,,1
726,Fiji,1,Island,,FIJ,1
727,Isle of Wight,1,Island,,,0
728,Anglesey,1,Island,,,0
729,Isle of Man,1,Island,,,1
730,Orkney,1,Island,,,0
731,Shetland,1,Island,,,0
732,Channel Islands,1,Island,,,0
733,Clyde Islands,1,Island,,,0
734,Outer Hebrides,1,Island,,,0
735,"Great Britain excl Isle of Wight, Anglesey, Orkney, Shetland, Clyde Islands, Outer Hebrides",0,Island,,,0
736,Corsica,1,Island,,COR,0
737,"Crete, Karpathos, Kasos, Saria",1,Island,,KRI,0
738,Sicily,1,Island,,,0
739,Sardinia,1,Island,,SAR,0
740,Abaiang,0,Island,,,0
741,Abemama,0,Island,,,0
742,Agrihan,1,Island,,,0
743,Aguijan,1,Island,,,0
744,Ailinginae,0,Island,,,0
745,Ailinglaplap,0,Island,,,0
746,Ailuk,0,Island,,,0
747,Alamagan,1,Island,,,0
748,Anatahan,1,Island,,,0
749,Ant,0,Island,,,0
750,Alanuka,0,Island,,,0
751,Arno,0,Island,,,0
752,Arorae,0,Island,,,0
753,Asuncion Island,1,Island,,,0
754,Aur,0,Island,,,0
755,Babeldaob,0,Island,,,0
756,Bablomekang,0,Island,,,0
757,Banaba Island,0,Island,,,0
758,Beliliou,0,Island,,,0
759,Beru,0,Island,,,0
760,Bikar,0,Island,,,0
761,Bikini,0,Island,,,0
762,Bokaak,0,Island,,,0
763,Chelbacheb,0,Island,,,0
764,Dublon,0,Island,,,0
765,Eauripik,0,Island,,,0
766,Ebon,0,Island,,,0
