ref_ID,ref_long,geo_entity_ref,type,subset,taxon_ID,taxon_name,checklist,native_indicated,natural_indicated,end_ref,traits,restricted,proc_date
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,259,Rhizophoraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,267,Caryocaraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,269,Putranjivaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,270,Centroplacaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,273,Balanopaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,277,Chrysobalanaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,279,Achariaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,280,Violaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,285,Peraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,287,Euphorbiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,290,Picrodendraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,291,Phyllanthaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,298,Myrtaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,300,Crypteroniaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,301,Alzateaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,314,Dipentodontaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,320,Sapindaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,328,Sphaerosepalaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,330,Bixaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,332,Sarcolaenaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,334,Akaniaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,341,Bataceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,351,Aextoxicaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,354,Opiliaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,364,Droseraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,366,Drosophyllaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,368,Ancistrocladaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,371,Physenaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,372,Asteropeiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,382,Barbeuiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,385,Phytolaccaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,391,Didiereaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,392,Basellaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,398,Nyssaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,402,Curtisiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,404,Cornaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,410,Lecythidaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,413,Sapotaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,414,Ebenaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,423,Clethraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,431,Garryaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,432,Rubiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,436,Apocynaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,439,Convolvulaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,446,Oleaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,447,Tetrachondraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,450,Plantaginaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,452,Stilbaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,454,Byblidaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,458,Bignoniaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,460,Schlegeliaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,462,Verbenaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,463,Lamiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,465,Phrymaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,467,Orobanchaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,469,Cardiopteridaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,471,Helwingiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,474,Campanulaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,485,Columelliaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,487,Paracryphiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,491,Torricelliaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,494,Araliaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,496,Apiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,501,Cycadaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,502,Zamiaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,503,Ginkgoaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,504,Pinaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,505,Araucariaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,506,Podocarpaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,507,Sciadopityaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,508,Taxaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,509,Cupressaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,510,Ephedraceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,511,Gnetaceae,1,1,1,1,1,0,2015-05-29
10193,"WCSP (2014) World Checklist of Selected Plant Families. Available at: http://apps.kew.org/wcsp/home.do, last accessed  01.12.2014.",World,Species Database,all,512,Welwitschiaceae,1,1,1,1,1,0,2015-05-29
10194,"Hauenstein, Muñoz-Pedreros, Yánez, Sánchez, Möller, Guiñez & Gil (2009) Flora y vegetación de la Reserva Nacional Lago Peñuelas, Reserva de la Biósfera, Región de Valparaíso, Chile. Bosque (Valdivia) 30, 159-179.","National Reserve Lago Peñuelas, Chile",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-06-01
10195,"Zotz (2013) The systematic distribution of vascular epiphytes - a critical update. Bot. J. Linn. Soc. 171, 453–481.",World,Checklist,all,2,Tracheophyta,0,0,0,0,1,1,2015-06-04
10196,"Yakubov (2010) Illustrated Flora of the Kronotsky Reserve (Kamchatka): Vascular plants.. Institute of Biology and Soil Science, Vladivostok, Russia, 296p.","Kronotsky Nature Reserve, Russia",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-06-11
10197,"Jordano (2008) FRUBASE. Available at: http://ebd10.ebd.csic.es/mywork/frubase/frubase.html, last accessed  26.06.15.",World,Species Database,all,5,Spermatophyta,0,0,0,0,1,0,2015-06-26
10198,"Морозова, Царевская & Белоновская (2010) Сосудистые растения национального парка «Валдайский». Флора и фауна заповедников 7, 1–98.","Valdaisky Nature Reserve, Russia",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-06-11
10199,Fern & Fern (2015) Useful Tropical Plants Database.,World,Species Database,all,2,Tracheophyta,0,0,0,0,1,0,2015-07-14
10200,"Catarino, Martins, Basto & Diniz (2008) An annotated checklist of the vascular flora of Guinea-Bissau (West Africa). Blumea-Biodiversity, Evolution and Biogeography of Plants 53, 1–222.",Guinea-Bissau,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-08-04
10201,"Velarde, Guzmán & Koch (2008) Plantas vasculares y vegetación de la parte alta del Arroyo Agua Fría, municipio de Minatitlán, Colima, México. Acta Botanica Mexicana 84, 25–72.","Arroyo Agua Fria, Municipio Minatitlan, Colima, Mexico",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-07-29
10202,"Rahman, Hossain, Khan & Uddin (2015) An annotated Checklist of the Vascular Plants of Sundarban Mangrove Forest of Bangladesh. Bangladesh Journal of Plant Taxonomy 22, 17–41.","Sundarban Mangrove Forest, Bangladesh",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-08-10
10203,"Slik, Arroyo-Rodríguez, Aiba, Alvarez-Loayza, Alves, Ashton, Balvanera, Bastian, Bellingham, van den Berg, Eduardo, Bernacci, da Conceição Bispo, Polyanna, Blanc, Böhning-Gaese, Boeckx, Bongers, Boyle, Bradford, Brearley, Breuer-Ndoundou Hockemba, Bunyavejchewin, Calderado Leal Matos, Darley, Castillo-Santiago, Catharino, Eduardo L M, Chai, Chen, Colwell, Robin, Clark, Clark, Clark, Culmsee, Damas, Dattaraja, Dauby, Davidar, DeWalt, Doucet, Duque, Durigan, Eichhorn, Eisenlohr, Eler, Ewango, Farwig, Feeley, Ferreira, Field, de Oliveira Filho, Ary T, Fletcher, Forshed, Franco, Fredriksson, Gillespie, Gillet, Amarnath, Griffith, Grogan, Gunatilleke, Harris, Harrison, Hector, Homeier, Imai, Itoh, Jansen, Joly, de Jong, Bernardus H J, Kartawinata, Kearsley, Kelly, Kenfack, Kessler, Kitayama, Kooyman, Larney, Laumonier, Laurance, Laurance, Lawes, Amaral, Ieda Leao do, Letcher, Lindsell, Lu, Mansor, Marjokorpi, Martin, Meilby, Melo, Felipe P L, Metcalfe, Medjibe, Metzger, Millet, Mohandass, Montero, de Morisson Valeriano, Márcio, Mugerwa, Nagamasu, Nilus, Ochoa-Gaona, Onrizal, Page, Parolin, Parren, Parthasarathy, Paudel, Permana, Piedade, Maria T F, Pitman, Poorter, Poulsen, Poulsen, Powers, Prasad, Puyravaud, Razafimahaimodison, Reitsma, Dos Santos, João Roberto, Roberto Spironello, Romero-Saltos, Rovero, Rozak, Ruokolainen, Rutishauser, Saiter, Saner, Santos, Santos, Sarker, Satdichanh, Schmitt, Schöngart, Schulze, Suganuma, Sheil, da Silva Pinheiro, Eduardo, Sist, Stevart, Sukumar, Sun, Sunderand, Suresh, Suzuki, Tabarelli, Tang, Targhetta, Theilade, Thomas, Tchouto, Hurtado, Valencia, van Valkenburg, Johan L C H, van Do, Vasquez, Verbeeck, Adekunle, Vieira, Webb, Whitfeld, Wich, Williams, Wittmann, Wöll, Yang, Adou Yao, C Yves, Yap, Yoneda, Zahawi, Zakaria, Zang, de Assis, Rafael L, Garcia Luize & Venticinque (2015) An estimate of the number of tropical tree species. Proceedings of the National Academy of Sciences of the United States of America 112, 7472–7477.",World,Checklist,all,5,Spermatophyta,0,0,0,0,1,0,2015-07-14
10204,"Shherbina (2009) Flora of Vascular Plants of Central Siberian State Biosperic Reserve and neighboring territories. Turczaninowia 12, 71–241.","Tsentralno-Sibirsky Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-08-31
10205,"Kabuye, Mungai & Mutangah (1986) Flora of Kora National Reserve.","Kora National Park, Kenya",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-09-11
10206,"Kumar, Bajpai, Mishra, Sahu, Behera, Bargali & Chaudhary (2015) A checklist of the flowering plants of Katerniaghat Wildlife Sanctuary, Uttar Pradesh, India. Journal of Threatened Taxa 7, 7309–7408.","Katerniaghat Wildlife Sanctuary, India",Checklist,all,6,Angiospermae,1,1,1,0,1,0,2015-09-11
10207,"Vanderplank (2010) The Vascular Flora of Greater San Quintín, Baja California, Mexico. CGU Theses & Dissertations Paper 2, NA.","Greater San Quintín, Mexico",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-09-11
10208,"Veklich (2009) Flora of the Norsky Nature Reserve (Amur region). Russian Academy of Sciences, Far East Division, Blagoveshensk, Russia, 191p.","Norsky Nature Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-09-15
10209,"Azbukina, Bardunov, Bezdeleva, Bogacheva, Bulakh, Vasilyeva, Govorova, Egorova, Zhabyko, Nikulina, Rodnikova, Skirina, Tarankov, Fedina & Cherdantseva (2006) Flora, vegetation and mycobiota of the reserve «Ussuriysky». Dalnauka, Vladivostok, Russia, 300p.","Ussuriysky Nature Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-09-25
10210,"Eleftheriadou & Raus (1996) The vascular flora of the nature reserve Frakto Virgin Forest of Nomos Dramas (E Makedonia, Greece). Willdenowia 25, 455-485.","Frakto Virgin Forest, Greece",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-09-26
10211,"Евстигнеев & Федотов (2007) Флора сосудистых растений заповедника ""Брянский лес"". Гос. природ. биосфер. заповедник Брян. лес, Брянск.","Bryansky Nature Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-09-29
10212,"Evarts-Bunders, Evarte-Bundere, Bāra & Nitcis (2013) The flora of vascular plants in nature reserve „Eglone”. Acta Biologica Universitatis Daugavpiliensis 13, 21-38.","Eglone Nature Reserve, Latvia",Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-09-30
10213,Grozeva (unpublished) The flora of Atanasovsko lake natural reserve.,"Atanasovsko Lake Nature Reserve, Bulgaria",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-10-01
10214,"Lazkov & Sultanova (2011) Checklist of vascular plants of Kyrgyzstan. Botanical Museum, Finnish Museum of Natural History, Helsinki, 166p.",Kyrgyzstan and subunits,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-10-08
10215,"Pandža (2010) Flora parka prirode Papuk (Slavonija, Hrvatska). Šumarski list 134, 25-43.","Papuk Nature Park, Croatia",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-10-08
10216,"Tonkov, Pavlova, Atanassova, Nedelcheva & Marinova (2004) Floristis catalogue of the nature reserve Rilomanastirska Gora (Central Rila Mountains). I. The locality Kirilova. University of Sofia, Sofia, Bulgaria, 21p.","Rilomanastirska Gora Nature Reserve, Bulgaria",Checklist,native,2,Tracheophyta,1,1,0,0,1,0,2015-10-01
10217,"Tropicos (2015) Flora de Nicaragua. Available at: http://www.tropicos.org/Project/FN, last accessed  16.07.2015.",Nicaragua,Species Database,all,2,Tracheophyta,1,1,0,0,0,0,2015-10-09
10218,"Tropicos (2015) Catálogo de las Plantas Vasculares de Bolivia. Available at: http://www.tropicos.org/Project/BC, last accessed  10/09/2015.",Bolivia and subunits,Species Database,all,2,Tracheophyta,1,1,0,1,1,0,2015-10-09
10219,"Tropicos (2015) Catalogue of the Vascular Plants of the Department of Antioquia (Colombia). Available at: http://www.tropicos.org/Project/CV, last accessed  22.10.2015.","Department of Antioquia, Colombia",Species Database,all,2,Tracheophyta,1,0,0,0,1,0,2015-10-20
10220,"Tropicos (2015) Catalogue of the Vascular Plants of Ecuador. Available at: http://www.tropicos.org/Project/CE, last accessed  22.10.2015.",Ecuador in subunits,Species Database,all,2,Tracheophyta,1,1,1,1,1,0,2015-10-22
10221,"Tropicos (2015) Panama Checklist. Available at: http://www.tropicos.org/Project/PAC, last accessed  22.10.2015.",Panama in subunits,Species Database,all,2,Tracheophyta,1,1,1,1,1,0,2019-08-22
10222,"Tropicos (2015) Paraguay Checklist. Available at: http://www.tropicos.org/Project/Paraguay, last accessed  22.10.2015.",Paraguay,Species Database,all,2,Tracheophyta,0,0,0,0,1,0,2015-10-20
10223,"Tropicos (2015) Peru Checklist. Available at: http://www.tropicos.org/Project/PEC, last accessed  22.10.2015.",Peru in subunits,Species Database,all,5,Spermatophyta,1,0,0,0,1,0,2015-10-19
10224,"Артемов (2012) Определитель растений Катунского биосферного заповедника. Russian Academy of Sciences, БАРНАУЛ, 320p.","Katunsky Biosphere Reserve, Russian Federation",Flora,all,2,Tracheophyta,1,0,0,0,1,0,2015-10-21
10225,"Миркина (2010) Флора и растительность Национального парка «Башкирия». Russian Academy of Sciences, NA, 512p.","Bashkiria National Park, Russian Federation",Flora,all,2,Tracheophyta,1,0,0,1,0,0,2015-10-22
10226,"Gafurova (2014) Vascular plants of Chuvash Republic. The Russian Academy of Sciences, Tolyatti, Russia, 333p.","Chuvash Republic, Russian Federation",Flora,all,2,Tracheophyta,1,0,0,0,0,0,2015-10-23
10227,"Zvyagintseva (2015) An annotated checklist of the urban flora of Kharkiv. Kharkiv National University, Kharkiv, Ukraine, 96p.","Kharkiv, Ukraine",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-10-26
10228,"Notov (2010) National park “Zavidovo”: vascular plants, bryophyte, lichens. Delovoj mir, Moscow, 368p.","Zavidovo Nature Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2015-10-29
10229,"Хапугин (2013) Сосудистые растения Ромодановского района Республики Мордовия (конспект флоры). NA, Saransk, 110p.","Romodanovsky District, Mordova, Russian Federation",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2015-10-28
10230,"Rakov, Saksonov S.V., Senator S.А. & Vasjukov V.M. (2014) Vascular plants of Ulyanovsk Region. Russian Academy of Sciences, Togliatti, Russia, 296p.","Ulyanovsk Oblast, Russian Federation",Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-12-04
10231,"Boulos & Al-Dosari (1994) Checklist of the flora of Kuwait. Journal of the University of Kuwait (Science) 21, 203-2017.",Kuwait,Checklist,native and naturalized,2,Tracheophyta,1,0,0,0,0,0,2015-12-04
10232,"Conti & Bartolucci (2015) The Vascular Flora of the National Park of Abruzzo, Lazio and Molise (Central Italy). Springer, Barisciano, Italy.","Abruzzo, Lazio and Molise NP, Italy",Red list,all,2,Tracheophyta,1,1,1,0,0,0,2015-12-04
10233,"Kattge, Diaz, Lavorel, Prentice, Leadley, Bönisch, Garnier, Westoby, Reich & Wright (2011) TRY – a global database of plant traits. Global Change Biology 17, 2905–2935.",World,Species Database,all,2,Tracheophyta,0,0,0,0,1,0,2016-01-21
10234,Trigas (pers. comm.) Plants of the Aegean.,Greek bioregions,Checklist,native,2,Tracheophyta,1,1,0,1,0,0,2016-01-14
10235,Trigas (pers. comm.) Plants of the Aegean.,Aegean Islands,Checklist,native,2,Tracheophyta,1,1,0,1,0,0,2016-01-14
10236,"Антипова (2012) Флора внутриконтинентальных островных лесостепей Средней Сибири. гос. пед. ун-т им. В.П. Астафьева, Красноярск, 662p.","Forest Steppes, Krasnojarsk Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2016-01-20
