ref_ID,ref_long,geo_entity_ref,type,subset,taxon_ID,taxon_name,checklist,native_indicated,natural_indicated,end_ref,traits,restricted,proc_date
303,"Abbadi & El-Sheikh (2002) Vegetation analysis of Failaka Island (Kuwait). Journal of Arid Environments 50, 153-165.","Failaka Island, Kuwait",Survey,all,2,Tracheophyta,1,0,0,0,1,0,2018-03-13
304,"Fosberg (1985) Vegetation of Bikini Atoll. Atoll Research Bulletin 315, 1-28.",Bikini Atoll,Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2018-03-13
305,"Ornduff & Vasey (1995) The vegetation and flora of the Marin Islands, California. Madrono 42, 358-365.","Marin Islands, California",Checklist,native,2,Tracheophyta,1,1,0,0,0,0,2018-03-13
306,"Batianoff, Neldner, Naylor & Olds (unpublished) Mapping and evaluating Capricornia Cays vegetation and regional ecosystems. Department of Science, Information Technology, Innovation and the Arts, Queensland Government, 80p.","Capricornia Cays, Australia",Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,1,0,2018-03-13
307,"Batianoff, Naylor, Dillewaard & Neldner (2009) Plant strategies, dispersal and origins of flora at the northern Coral Sea Islands Territory, Australia. Cunninghamia 11, 97-106.","Coringa-Herald National Nature Reserve, Australia",Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,1,0,2018-03-13
308,"Sloover & Liégeois (1997) Eagle Island flora and vegetation (Queensland, Australia). Nationale Plantentuin van België 66, 347-383.","Eagle Island, Australia",Flora,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2018-03-13
309,"Walker, Chaloupka & King (1991) Pisonia Islands of the Great Barrier Reef. Atoll Research Bulletin 350, 24-30.","Redbill Reef, Australia",Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2018-03-13
310,"Heatwole & Levins R (1973) Biogeography of the Puerto Rican Bank: Species-Turnover on a Small Cay, Cayo Ahogado. Ecology 54, 1042-1055.","Cayo Ahogado, Puerto Rico",Survey,all,2,Tracheophyta,1,0,0,0,0,0,2018-03-13
311,"Heatwole, Levins & Byer (1981) Biogeography of the Puerto Rican Bank. Atoll Research Bulletin 251, 1-55.",Puerto Rican Bank,Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2018-03-13
312,"Flood & Heatwole (1986) Coral Cay instability and species-turnover of plants at Swain Reefs, Southern Great Barrier Reef, Australia. Journal of Coastal Research 2, 479-496.","Swain Reef, Australia",Survey,all,2,Tracheophyta,1,0,0,0,0,0,2018-03-13
313,"Brown (1979) Vegetation and flora of Ponui Island, Hauraki Gulf, New Zealand. TANE 25, 5-16.","Ponui Island, New Zealand",Flora,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2018-03-13
314,"Negoita, Fridley, Lomolino, Mittelhauser, Craine & Weiher (2016) Isolation-driven functional assembly of plant communities on islands. Ecography 39, 1066-1077.",Islands Gulf of Maine,Survey,all,2,Tracheophyta,1,0,0,0,0,0,2018-03-21
10001,"Abdel Khalik, El-Sheikh & El-Aidarous (2013) Floristic diversity and vegetation analysis of Wadi Al-Noman, Mecca, Saudi Arabia. Turkish Journal of Botany 37, 894–907.","Wadi Al-Noman, Saudi Arabia",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-16
10002,"Abderrahman & El Kadmiri (2005) Richesse et diversité floristique de la subéraie de la Mamora (Maroc). Acta Botanica Malacitana 30, 127–138.","Mamora, Marocco",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,1937-01-15
10004,"Al-Eisawi & Al-Khader (2007) Checklist of Plants of the Hashemite Kingdom of Jordan. Available at: http://ww2.odu.edu/~lmusselm/plant/jordan/, last accessed  12.01.2015.",Jordan,Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-01-29
10008,"Arakaki & Cano (2003) Composición florística de la cuenca del río Ilo-Moquegua y Lomas de Ilo, Moquegua, Peru. Revista Peruana de Biología 10, 5–19.","Río Ilo-Moquegua y Lomas de Ilo, Peru",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-05
10009,"Badshah, Hussain & Sher (2013) Floristic inventory, ecological characteristics and biological spectrum of rangeland, District Tank, Pakistan. Pakistan Journal of Botany 45, 1159–1168.","District Tank, Pakistan",Survey,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-17
10011,"de V. Barbosa, Maria Regina, Thomas, Zárate, de Lima, de Fátima Agra, de Lima, Pessoa, Lourenço, Delgado Júnior, de Pontes, Chagas, Viana, Gadelha Neto, Araújo, Araújo, de Freita, Lima, Silva, Vieira, Pereira, Costa, Duré & de Sá, Maria de Gloaria V (2011) Checklist of the vascular plants of the Guaribas Biological Reserve, Paraíba, Brazil. Revista Nordestina de Biologia 20, 79–106.","Guaribas Biological Reserve, Paraíba, Brazil",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-04
10012,"Barker, Barker, Jessop & Vonow (2005) Census of South Australian vascular plants. Journal of the Adelaide Botanic Gardens Supplement 1, 1–396.","South Australia, Australia",Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2016-10-10
10013,"Batalha & Martins (2004) Reproductive phenology of the cerrado plant community in Emas National Park (central Brazil). Australian Journal of Botany 52, 149–161.","Emas National Park, Brazil",Survey,all,6,Angiospermae,1,0,0,0,1,0,2015-02-12
10014,"Belhacene (2010) Catalogue 2010 des plantes vasculaires du département de la Haute-Garonne. Supplément à Isaatis 10, 1-145.","Département de la Haute-Garonne, France",Catalogue,all,2,Tracheophyta,1,1,0,0,0,0,2015-03-16
10016,"BioScripts (2014) Flora Vascular. Available at: http://www.floravascular.com/, last accessed  25.05.2014.",Spain & Portugal,Species Database,all,2,Tracheophyta,1,1,1,0,1,0,2015-03-03
10018,"Brennan (1996) An annotated checklist of the vascular plants of the Alligator Rivers Region, Northern Territory, Australia. Supervising Scientist, Barton, Australia.","Alligator Rivers Region, Northern Territory, Australia",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-02-04
10019,"Bridgewater, Harris, Whitefoord, Monro, Penn, Sutton, Sayer, Adams, Balick, Atha, Solomon & Holst (2006) A Preliminary Checklist of the vascular plants of the Chiquibul Forest, Belize. Edinburgh Journal of Botany 63, 269–321.","Chiquibul Forest, Belize",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-12
10020,"Brundu & Camarda (2013) The Flora of Chad: a checklist and brief analysis. Phytokeys 23, 1-17.",Chad,Checklist,all,2,Tracheophyta,1,1,0,1,1,0,2015-02-16
10023,"Chandra, Prusty, B Anjan Kumar & Azeez (2011) A revised Checklist of the Flora of Keoladeo National Park, a World Heritage Site in India. Environmental Research Journal 5, 331-348.","Keoladeo National Park, India",Checklist,all,6,Angiospermae,1,0,0,0,0,0,2015-01-23
10025,"Chawla, Parkash, Sharma, Rajkumar, Lal, Gopichand, Singh & Thukral (2012) Vascular plants, Kinnaur, Himachal Pradesh, India. Check list 8, 321–348.","Kinnaur, Himachal Pradesh, India",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-18
10026,"Chiapella & Ezcurra (1999) La flora del parque provincial Tromen, provincia de Neuquén, Argentina. Multequina 8, 51–60.","Parque provincial Tromen, Argentina",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-02-17
10027,"Clark, Neill & Asanza (2006) Floristic checklist of the Mache-Chindul mountains of Northwestern Ecuador. Contributions from the United States National Herbarium 54, 1–180.","Mache-Chindul Mountains, Ecuador",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-09-16
10030,"Desmet & Brouillet (2013) Database of Vascular Plants of Canada (VASCAN): a community contributed taxonomic checklist of all vascular plants of Canada, Saint Pierre and Miquelon, and Greenland. Phytokeys 25, 55-67.",Canada and Subunits,Species Database,all,2,Tracheophyta,0,1,1,0,1,0,2015-04-23
10034,"Domínguez, Marticorena, Elvebakk & Pauchard (2004) Catálogo de la flora vascular del Parque Nacional Pali Aike. XII Región, Chile. Gayana Botánica 61, 67–72.","Parque Nacional Pali Aike, Chile",Catalogue,all,2,Tracheophyta,1,1,1,0,0,0,2015-02-02
10036,"Doroftei, Oprea, Ştefan & Sârbu (2011) Vascular wild flora of Danube Delta Biosphere Reserve. Sci. Annals of Danube Delta Institute 17, 15–52.","Danube Delta Biosphere Reserve, Romania",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2015-02-05
10041,"Egea, Peña-Chocarro, Espada & Knapp (2012) Checklist of vascular plants of the Department of Ñeembucú, Paraguay. Phytokeys 9, 15–179.","Department of Ñeembucú, Paraguay",Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,1,0,2015-02-03
10042,"Ejaz-ul-Islam Dar, Cochard, Shrestha & Ahmad (2012) Floristic composition of Machiara National Park, District Muzaffarabad Azad Kashmir, Pakistan. International Journal of Biosciences 2, 28–45.","Machiara National Park, Pakistan",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-10
10043,"El-Ghani & Abdel-Khalik (2005) Floristic Diversity and Phytogeography of the Gebel Elba National Park, South-East Egypt. Turkish Journal of Botany 30, 121–136.","Gebel Elba National Park, Egypt",Survey,all,2,Tracheophyta,1,0,0,0,1,0,2015-01-22
10044,"Espinosa-Jiménez, Pérez-Farrera & Martínez-Camilo (2011) Inventario florístico del Parque Nacional Cañón del Sumidero, Chiapas, México. Boletín de la Sociedad Botánica de México 89, 37–82.","Parque Nacional Cañón del Sumidero, Mexico",Survey,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-19
10045,"Figueroa-C. & Galeano (2007) Lista comentada de las plantas vasculares del enclave seco interandino de La Tatacoa (Huila, Colombia). Caldasia 29, 263–281.","La Tatacoa, Columbia",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-02-16
10046,"Fischer, Rembold, Althof, Obholzer, Malombe, Mwachala, Onyango, Dumbo & Theisen (2010) Annotated checklist of the vascular plants of Kakamega Forest, Western Province, Kenya. Journal of East African Natural History 99, 129–226.","Kakamega forest, Kenya",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-02-17
10047,"Funk, Hollowell, Berry, Kelloff & Alexander (2007) Checklist of the plants of the Guiana Shield (Venezuela: Amazonas, Bolivar, Delta Amacuro; Guyana, Surinam, French Guiana). Department of Botany, National Museum of Natural History, Washington, DC.",Guiana Shield,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-03-23
10053,"Harris (2002) The vascular plants of the Dzanga-Sangha Reserve, Central African Republic. Royal Botanic Garden Edinburgh, Edinburgh, Scotland, UK.","Dzanga-Sangha Reserve, Central African Republic",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-07-31
10054,"Harris (2012) Phytogeographical analysis and checklist of the vascular plants of Loango National Park, Gabon. Plant Ecology and Evolution 145, 242–257.","Loango National Park, Gabon",Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-01-22
10059,"ZDSF & SKEW (2014) Info Flora. Available at: https://www.infoflora.ch/de/daten-beziehen/artenliste-5x5-km.html, last accessed  13.02.2015.",Switzerland,Species Database,all,1,Embryophyta,1,1,0,0,0,0,2015-02-13
10060,"Zuloaga, Morrone & Belgrano (2014) Catálogo de las Plantas Vasculares del Cono Sur. Available at: http://www.darwin.edu.ar/Proyectos/FloraArgentina/fa.htm, last accessed  16.03.2015.","Southern Cone (Argentina, Chile, Paraguay, Uruguay, parts of Brazil)",Species Database,all,2,Tracheophyta,1,1,1,0,1,0,2015-03-18
10065,"Kelloff & Funk (1998) Preliminary checklist of the plants of Kaieteur National Park, Guyana. National Museum of Natural History, Smithsonian Institution, Washington, 53p.","Kaieteur National Park, Guyana",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2015-01-27
10066,"Klimeš & Dickoré (2015) Flora of Ladak (NW Himalaya). Available at: http://www.butbn.cas.cz/klimes/desert.html, last accessed  12.01.2015.","Ladakh, India",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-12
10068,"Koltzenberg (NA) Flora von Kamtschatka. Available at: https://saxifraga.de/kamtschatka/kamtschatka.html, last accessed  13.02.2015.","Kamtschatka, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-13
10071,"Le Houerou (2004) Plant diversity in Marmarica (Libya & Egypt): a catalogue of the vascular plants reported with their biology, distribution, frequency, usage, economic potential, habitat and main ecological features, with an extensive bibliography. Candollea 59, 259–308.","Marmarica, Libya & Egypt",Checklist,all,2,Tracheophyta,1,1,1,1,1,0,2015-03-05
10074,"Lipkin (2005) Aniakchak National Monument and Preserve, vascular plant inventory: final technical report. National Park Service, Southwest Alaska Network Inventory & Monitroing Program, Anchorage, USA, 41p.","Aniakchak National Monument and Preserve, USA",Report,all,2,Tracheophyta,1,1,0,0,0,0,2015-04-01
10076,"Luke (2005) Annotated Checklist of the Plants of the Shimba Hills, Kwale District, Kenya. Journal of East African Natural History 94, 5–120.","Shimba Hills National Reserve, Kenya",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-04-10
10079,"Marticorena, Squeo, Arancio & Muñoz (2001) Catálogo de la flora vascular de la IV Región de Coquimbo.","Región de Coquimbo, Chile",Catalogue,all,2,Tracheophyta,1,1,0,0,1,0,2015-01-29
10081,"Medina, Reina-E, Herrera, Ávila, Chaparro & Cortés-B. (2010) Catálogo preliminar da flora vascular dos bosques subandinos da cuchilla El Fara (Santander-Colômbia). Colombia Forestal 13, 55–85.","Bosques subandinos da cuchilla El Fara, Columbia",Catalogue,all,2,Tracheophyta,1,0,0,0,1,0,2015-07-30
10082,"Memariani, Joharchi, Ejtehadi & Emadzadeh (2009) Contributions to the flora and vegetation of Binalood Mountain range, NE Iran: Floristic and chorological studies in Fereizi region. Ferdowsi University International Journal of Biological Sciences 1, 1–17.","Binalood Mountain range, Iran",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-02
10087,"Missouri Botanical Garden (2015) Flora of the Jatun Sacha Biological Station. Available at: http://www.mobot.org/MOBOT/research/ecuador/jatun/checklist.shtml, last accessed  15.01.2015.","Jatun Sacha Biological Station, Ecuador",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-04
10090,"Nationalpark Eifel (2015) Artenliste Farne und Blütenpflanzen. Available at: http://www.nationalpark-eifel.de/go/artenliste.html, last accessed  11.03.2015.","Nationalpark Eifel, Germany",Species Database,all,2,Tracheophyta,1,1,0,0,0,0,2015-03-11
10091,"Nee (2015) Flora de la Región del Parque Nacional Amboró, Bolivia. Available at: http://www.nybg.org/botany/nee/ambo/List.html, last accessed  12.01.2015.","Parque Nacional Amboró, Bolivia",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-04-17
10093,"Norton, Majid, Allan, Al Safran, Böer & Richer (2009) An illustrated checklist of the flora of Qatar. Browndown Publications Gosport, Gosport, UK, 96p.",Qatar,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-01-18
10097,"Pal, Kumar & Dutt (2014) Floristic diversity of Theog Forest Division, Himachal Pradesh, Western Himalaya. Check list 10, 1083–1103.","Theog Forest Division, India",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-01-16
10100,"Peña-Chocarro (2010) Updated checklist of vascular plants of the Mbaracayú Forest Nature Reserve (Reserva Natural del Bosque Mbaracayú), Paraguay. Magnolia Press, Auckland, N.Z., 224p.","Mbaracayú Forest Nature Reserve, Paraguay",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-03-06
10103,"Pôle Flore Habitats (2015) Catalogue de la flore vasculaire de Rhône-Alpes. Available at: http://www.pifh.fr/pifhcms/index.php, last accessed  12.01.2015.","Region Rhône-Alpes, France",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2015-01-20
10105,"Programma de Conservación y Manejo (2006) Parque Nacional Cumbres de Monterrey. Programma de Conservación y Manejo, 179p.","Parque Nacional Cumbres de Monterrey, Mexico",Report,all,2,Tracheophyta,1,0,0,0,0,0,2015-01-22
10106,"Queensland Government (2014) Census of the Queensland flora 2014. Available at: https://data.qld.gov.au/dataset/census-of-the-queensland-flora-2014, last accessed  05.02.2015.","Queensland and subunits, Australia",Species Database,all,2,Tracheophyta,1,1,1,0,0,0,2015-01-26
10108,"Rundel, Dillon & Palma (1996) Flora and Vegetation of Pan de Azúcur National Park in the Atacama desert of Northern Chile. Gayana Bot 53, 295–315.","Pan de Azúcur National Park, Chile",Checklist,all,2,Tracheophyta,1,1,1,1,1,0,2015-02-13
10109,"SLUFG (2015) Rote Liste und Artenliste Sachsen. Sächsisches Landesamt für Umwelt, Landwirtschaft und Geologie, Dresden, Germany.","Sachsen, Germany",Species Database,all,2,Tracheophyta,1,1,0,0,0,0,2015-01-28
10111,"SANBI (2014) Plants of Southern Africa. Available at: http://posa.sanbi.org, last accessed  09.03.2015.",Southern Africa and Subunits,Species Database,all,1,Embryophyta,1,1,1,0,1,0,2015-03-09
10113,"Peña Nieto, Cárdenas Monroy, Zariñana Oronoz, Ocaña Nava, Robles Martínez, Peña Lomelí, Martínez Romero, Llerena Villalpando, Rugerio Galván & Juárez Espejel (2010) Inventarios Florísticos y Faunísticos de la Cuenca Alta del Río Lerma. Secretaría del Medio Ambiente, Agosto, Mexico.","Cuenca Alta del Río Lerma, Mexico",Report,all,6,Angiospermae,1,0,0,0,0,0,2015-01-20
10114,"Selvi (2010) A critical checklist of the vascular flora of Tuscan Maremma (Grosseto province, Italy). Fl. Medit 20, 47–139.","Tuscan Maremma, Italy",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-01-23
10116,"Seregin (2013) New Flora of the Maeshchera National Park (Vladimir Oblast, Russia). ASTRA, Tula, Russia, 296p.","Maeshchera National Park, Russian Federation",Flora,all,2,Tracheophyta,1,0,0,0,0,0,2015-04-01
10117,"Shaheen, Qureshi, Akram, Gulfraz & Potter (2014) A preliminary floristic checklist of Thal Desert Punjab, Pakistan. Pakistan Journal of Botany 46, 13–18.","Thal Desert Punjab, Pakistan",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-16
10118,"Short, Albrecht, Cowie, Lewis & Stuckey (2011) Checklist of the vascular plants of the Northern Territory. Department of Natural Resources, Environment, The Arts and Sport, Darwin, 73p.","Northern Territory, Australia",Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2017-01-04
10120,"Smithsonian Institution (2003) A checklist of Trees, Shrubs, Herbs, and Climbers of Myanmar. Contributions from the United States National Herbarium 45, 1–590.",Myanmar,Species Database,all,5,Spermatophyta,1,0,0,0,0,0,2015-03-24
10123,"Tressens, Keller & Revilla (2008) Las plantas vasculares de la reserva de uso múltiple Guaraní, Misiones (Argentina). Boletín de la Sociedad Argentina de Botánica 43, 273–293.","Reserva de Uso Múltiple Guaraní, Argentina",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-01-28
10124,"Tropicos (2015) Listado de la Flora del Parque Nacional Madidi, Bolivia. Available at: http://www.tropicos.org/Project/MDICHK, last accessed  13.01.2015.","Parque Nacional Madidi, Bolivia",Species Database,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-13
10127,"Bou Dagher-Kharrat (2015) Lebanon Flora. Available at: http://www.lebanon-flora.org/, last accessed  15.01.2015.",Lebanon,Species Database,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-04
10128,"BRAHMS online (2014) Plants of Gabon. Available at: http://herbaria.plants.ox.ac.uk/bol/gabon, last accessed  29.01.2015.",Gabon,Species Database,all,2,Tracheophyta,1,0,0,0,0,0,2015-01-27
10129,"USDA & NRCS (2015) The PLANTS Database. Available at: http://plants.usda.gov, last accessed  24.04.2015.",North America and Subunits,Species Database,all,2,Tracheophyta,1,1,0,0,1,0,2017-01-05
10132,"Viciani, Gonnelli, Sirotti & Agostini (2010) An annotated check-list of the vascular flora of the “Parco Nazionale delle Foreste Casentinesi, Monte Falterona e Campigna”(Northern Apennines Central Italy). Webbia 65, 3–131.","Parco Nazionale delle Foreste Casentinesi, Monte Falterona e Campigna, Italy",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-03-24
10133,"Vogt (2011) Composición de la Flora Vascular del Chaco Boreal, Paraguay. I. Pteridophyta y Monocotiledoneae. Steviana 3, 13–47.","Chaco Boreal, Paraguay",Checklist,all,2,Tracheophyta,1,1,1,1,1,0,2015-02-13
10136,"Webster & Rhode (2001) Plant diversity of an Andean cloud forest: inventory of the vascular plants of Maquipucuna, Ecuador. Publications in Botany 82, 1-228.","Maquipucuna Reserve, Ecuador",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-04-20
10139,"Drummond & Mapaure (1994) List of Flowering Plants and Ferns (of Chirinda Forest). Available at: http://www.zimbabweflora.co.zw/speciesdata/checklist-display.php?checklist_code=4, last accessed  20.01.2015.","Chirinda Forest, Zimbabwe",Species Database,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-16
10140,"Alves, Ruy José Válka & Kolbek (2009) Summit vascular flora of Serra de São José, Minas Gerais, Brazil. Check list 5, 35–73.","Serra de São José, Brazil",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-05
10141,"Rossetto & Vieira (2013) Vascular Flora of the Mata dos Godoy State Park, Londrina, Paraná, Brazil. Check list 9, 1020–1034.","Mata dos Godoy State Park, Brazil",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-03-02
10143,"van Vreeswyk, Payne, Leighton & Hennig (2004) An inventory and condition survey of the Pilbara region, Western Australia. Department of Agriculture, Government of Western Australia, 424p.","Pilbara region, Australia",Report,all,2,Tracheophyta,1,1,1,0,1,0,2015-02-11
10144,"Stalmans (2006) Tinley's plant species list for the Greater Gorongosa ecosystem, Moçambique. Parque Nacional da Gorongosa, Moçambique, 33p.","Greater Gorongosa Ecosystem, Moçambique",Report,all,2,Tracheophyta,1,1,0,0,1,0,2015-03-09
10148,"Hoke, Demey & Peal (2007) A Rapid Biological Assessment of North Lorma, Gola and Grebo National Forests, Liberia. Conservation International, Arlington, USA, 114p.","North Lorma, Gola and Grebo National Forests, Liberia",Report,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-12
10149,"de Medeiros, Marcelo Brilhante, Walter, Da Silva, Glocimar Pereira, Gomes, Lima, Isabela Lustz Portela, Silva, Moser, Oliveira & Cavalcanti (2012) Vascular flora of the Tocantins river middle basin, Brazil. Check list 8, 852–885.","Tocantins rive middle basin, Brazil",Survey,all,2,Tracheophyta,1,0,0,0,0,0,2015-02-18
10151,"Gnoumou, Ouedraogo, Schmidt & Thiombiano (2015) Floristic diversity of classified forest and partial faunal reserve of Comoé-Léraba, southwest Burkina Faso. Check list 11, 1557.","Comoé-Léraba reserve, Burkina Faso",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-11
10156,"Bakis, Babac & Uslu (2015) Tübives. Available at: http://www.tubives.com/, last accessed  13.02.2015.",Turkey and subunits,Species Database,all,2,Tracheophyta,1,0,0,0,0,0,2015-04-16
10157,"VicFlora (2016) Flora of Victoria. Available at: http://vicflora.rbg.vic.gov.au, last accessed  30.11.2016.","Protected Areas in Victoria, Australia",Species Database,all,1,Embryophyta,1,1,0,0,0,0,2015-02-17
10158,"Dauby, Leal & Stevart (2008) Vascular plant checklist of the coastal National Park of Pongara, Gabon. Systematics and geography of plants 78, 155–216.","Pongara National Park, Gabon",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2015-02-18
10159,"Datar & Lakshminarasimhan (2013) Check List of Wild Angiosperms of Bhagwan Mahavir (Molem) National Park, Goa, India. Check list 9, 186–207.","Bhagwan Mahavir National Park, India",Checklist,all,6,Angiospermae,1,0,0,0,0,0,2015-03-05
10160,"Owiunji, Nkuutu, Kujirakwinja, Liengola, Plumptre, Nsanzurwimo, Fawcett, Gray & McNeilage (2005) The biodiversity of the Virunga Volcanoes. WCS, DFGFI, ICCN, ORTPN, UWA, IGCP, 97p.","Virunga Volcanoes, Rwanda/Uganda/DRC",Report,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-05
10161,"Pawlaczyk & Pawlaczyk (2000) Vascular plants of Drawa National park and its neighbourhood. Available at: http://www.eko.org.pl/lkp/dpn/chckl_rosliny_sh.html, last accessed  23.04.2015.","Drawa National Park, Poland",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-05
10162,"Thiombiano, Schmidt, Dressler, Ouédraogo & Hahn (2012) Catalogue des plantes vasculaires du Burkina Faso. Boissiera: mémoires des Conservatoire et Jardin botaniques de la Ville de Genève 65, 1–391.",Burkina Faso,Catalogue,all,2,Tracheophyta,1,0,0,0,1,0,2015-03-06
10163,"Лактионов, Пилипенко, Глаголев & Лактионова (2008) Сосудистые растения заповедника «Богдинско-Баскунчакский» (Аннотированный список видов): Флора и фауна заповедников. Флора и фауна заповедников 113, 1–113.","Bogdinsko-Baskunchaksky Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-10
10164,"Куликов & Кирсанова (2012) Сосудистые растения заповедника ""Денежкин камень"". Флора и фауна заповедников 119, 1–140.","Denezhkin Kamen Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-10
10165,"Гаджиев & Юсифов (2003) Флора и растительность Кызылагачского заповедника и их биоразнообразие. Национальная Академия Наук Азербайджана, Баку.","Gyzyl-Agach Nature Reserve, Azerbaijan",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-10
10166,"Абрамова & Волкова (2011) Сосудистые растения Байкальского заповедника. Флора и фауна заповедников 117, 1–112.","Baikalsky Reserve, Russian Federation",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-10
10167,"Tutul, Uddin, Rahman & Hassan (2009) Angiospermic flora of Runctia sal forest, Bangladesh. I. Liliopsida (Monocots). Bangladesh Journal of Plant Taxonomy 16, 83–90.","Runctia Sal Forest, Bangladesh",Checklist,all,6,Angiospermae,1,0,0,0,1,0,2015-03-11
10168,"Dostálek & Kučera (2011) Flóra a vegetace národní přírodní rezervace Bukačka v Orlických horách. Acta Musei Reginaehradecensis 33, 15–36.","Bukačka Nature Reserve, Czech Republic",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-12
10169,"Oggero & Arana (2012) Inventario de las plantas vasculares del sur de la zona serrana de Córdoba, Argentina. Hoehnea 39, 171–199.","Zona serrana de Córdoba, Argentina",Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2015-03-13
10170,"Cascante-Marín & Estrada-Chavarría (2012) Las plantas vasculares de El Rodeo, Costa Rica. Brenesia 77, 71–128.","El Rodeo, Costa Rica",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2015-03-16
10171,"Kraaij (2011) The flora of the Bontebok National Park in regional perspective. South African Journal of Botany 77, 455–473.","Bontebok National Park, South Africa",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-03-19
10172,"Pedashenko & Vassilev (2014) Flora of Ponor Special Protection Area (Natura 2000), western Bulgaria. Acta zoologica bulgarica 5, 33–60.","Ponor Special Protection Area, Bulgaria",Checklist,all,1,Embryophyta,1,0,0,0,1,0,2015-03-27
10173,"Lee, Jang, Kim, Yang, Choi, Ji & Oh (2014) Flora of vascular plants in the Chilgapsan Provincial Park, Korea. Journal of Asia-Pacific Biodiversity 7, 237–247.","Chilgapsan Provincial Park, South Korea",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2015-03-27
10174,"Lee, Lee, Lee, Park, Lee & Lim (2008) Flora of Gyeongju National Park, Korea. Journal of Korean Nature 1, 21–38.","Gyeongju National Park, South Korea",Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2015-03-27
10175,"Masharabu (2011) Flore et végétation du Parc National de la Ruvubu au Burundi: diversité, structure et implications pour la conservation. Thesis, Université Libre de Bruxelles.","Ruvubu National Park, Burundi",Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2015-03-30
